Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularStream,Stream
0.706,0.815,11,-4.262,0.0917,0.0716,0,0.0776,0.568,124.061,216240,76,3,0,1041439
0.468,0.648,0,-8.011,0.112,0.607,0,0.712,0.454,148.16,317333,1243,7,0,18069089
0.5,0.85,2,-7.759,0.0493,0.000406,0.00515,0.121,0.434,76.976,340281,157846,12673,0,23486247
0.447,0.208,2,-18.663,0.0337,0.883,0.153,0.105,0.511,105.669,202533,4680,183,0,15010821
0.878,0.933,1,-3.093,0.277,0.126,0,0.531,0.601,154.006,172987,4359,17,0,42164265
0.46,0.03,1,-22.209,0.0697,0.987,0.897,0.0975,0.0535,133.167,261309,1998,215,0,3066622
0.0808,0.189,10,-17.587,0.0983,0.785,0.968,0.125,1.00E-05,85.913,596886,92,0,0,25037940
0.399,0.612,4,-7.814,0.0358,0.00317,0.33,0.127,0.0567,128.167,356674,99744,3470,0,54208566
0.731,0.491,0,-3.116,0.029,0.609,0,0.262,0.781,132.891,170053,556699,4460,0,120338654
0.547,0.648,9,-5.632,0.0299,0.00852,0,0.0911,0.603,111.027,222320,38684,287,0,28825482
0.658,0.674,5,-6.848,0.0484,0.114,1.84E-05,0.147,0.164,129.914,237614,266646,8324,0,111802292
0.94,0.465,10,-8.3,0.354,0.0043,0,0.14,0.105,100.078,187200,15249,1466,0,3834534
0.617,0.378,9,-8.54,0.0315,0.428,9.16E-05,0.11,0.22,141.967,216063,98922,1385,0,94921891
0.617,0.717,10,-7.858,0.153,0.00564,0,0.408,0.49,103.992,311867,2878369,156021,1,1123296395
0.638,0.738,6,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,74352,2522,1,293298593
0.509,0.774,6,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,1251224,30763,1,243252259
0.507,0.368,0,-6.322,0.0435,0.663,0,0.0778,0.859,138.027,221160,66976,1366,0,2292900
0.795,0.526,6,-9.086,0.204,0.067,2.00E-06,0.134,0.194,140.037,181393,495385,14981,0,92342638
0.586,0.734,5,-5.048,0.0474,0.708,0,0.492,0.572,90.551,170568,139766,3718,0,71724578
0.252,0.391,9,-9,0.0351,0.563,0,0.286,0.366,203.722,251040,663857,14360,0,11634293
0.459,0.895,2,-3.126,0.0805,0.00725,0,0.206,0.572,181.04,182827,490752,34582,1,417411458
0.644,0.919,2,-6.289,0.0561,0.181,0.134,0.622,0.871,117.459,259907,553186,33998,1,162514866
0.664,0.816,7,-4.352,0.0531,0.355,0,0.056,0.605,174.666,288240,900,32,0,26961305
0.629,0.727,4,-4.387,0.0499,0.0647,0,0.138,0.132,149.978,230400,1808900,65066,0,120762482
0.852,0.731,7,-6.005,0.171,0.325,0,0.26,0.862,103.468,236522,28686,284,0,14219465
0.668,0.982,9,-4.754,0.0911,0.152,0.00613,0.0784,0.691,127.504,165686,3369,125,0,13979392
0.646,0.865,0,-8.707,0.0698,0.000407,0.0228,0.124,0.221,130,200572,14365,707,0,24923775
0.836,0.743,10,-6.305,0.0653,0.0974,0,0.335,0.723,108.965,191938,1505620,34922,1,571894128
0.746,0.916,5,-5.042,0.0466,0.0393,0.000212,0.12,0.941,109.009,279120,306077,9382,0,7350918
0.495,0.326,7,-12.29,0.0365,0.541,8.85E-05,0.0996,0.371,136.243,221120,265152,9446,1,341440840
0.63,0.86,0,-6.117,0.0327,0.00115,1.19E-06,0.231,0.911,95.978,229720,175236,5297,0,82710061
0.56,0.827,8,-4.157,0.0306,0.0271,0.00285,0.0551,0.904,84.383,163907,10938,809,0,20696451
0.571,0.747,7,-4.659,0.17,0.478,0,0.116,0.635,106.253,259651,110852,2324,0,76080183
0.882,0.699,2,-5.572,0.249,0.0196,0,0.0469,0.42,145.008,257267,449578,9713,0,61292534
0.577,0.808,1,-7.04,0.039,0.0338,1.33E-05,0.221,0.869,151.008,290280,665926,20808,1,350399696
0.308,0.769,11,-7.256,0.065,0.0331,0,0.214,0.488,81.853,254880,527332,18837,1,267699729
0.816,0.144,7,-10.148,0.0398,0.797,7.81E-06,0.485,0.523,99.678,169013,134753,0,0,44060055
0.625,0.523,1,-14.647,0.0311,0.526,0.0564,0.252,0.723,148.03,192427,22232,1012,0,19385881
0.705,0.735,11,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,191800,86471,2526,1,344808305
0.941,0.471,1,-13.087,0.494,0.0308,0.00838,0.0837,0.487,119.898,111550,492119,17209,0,74103593
0.864,0.641,6,-6.47,0.0865,0.145,6.50E-06,0.908,0.86,90.003,258667,276291,16316,0,2033075
0.634,0.84,6,-5.933,0.0351,0.00168,0.0237,0.207,0.393,97.998,349507,542641,15895,0,117446286
0.474,0.576,1,-6.963,0.257,0.00248,0.000309,0.174,0.285,157.947,195197,162540,4502,0,27883912
0.897,0.567,0,-7.324,0.0553,0.391,0.0205,0.0609,0.73,115.021,143160,31362,1766,0,25458930
0.859,0.558,7,-8.991,0.0902,0.659,0.324,0.124,0.357,114.978,144391,196967,6650,0,133826349
0.86,0.73,9,-3.565,0.13,0.468,0,0.0952,0.93,133.89,159459,218086,4669,0,64451646
0.366,0.037,8,-24.291,0.0385,0.992,0.914,0.118,0.165,63.134,172173,2687,13,0,12113747
0.303,0.204,7,-25.035,0.0357,0.98,0.9,0.105,0.0988,70.119,65143,1353,10,0,4849015
0.754,0.759,9,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,214667,934797,19584,1,526521070
0.924,0.74,8,-1.299,0.0774,0.0827,0,0.163,0.621,133.974,222293,1505962,53190,1,601201524
0.583,0.832,0,-5.918,0.0694,0.402,3.28E-05,0.151,0.881,91.547,303373,66105,456,0,69117125
0.783,0.722,2,-4.864,0.0357,0.00537,0.00209,0.105,0.306,97.031,180022,5967889,1353727,0,121338609
0.797,0.95,9,-0.577,0.186,0.367,7.46E-06,0.0457,0.75,95.029,191148,154,12,0,2029473
0.584,0.7,11,-4.275,0.0456,0.117,0,0.0939,0.438,124.944,202747,8578551,471831,1,1129292536
0.88,0.777,7,-6.875,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,499846,6286,1,186942929
0.728,0.783,11,-4.424,0.266,0.237,0,0.434,0.555,77.011,173381,5229737,55517,1,1046179886
0.782,0.5,5,-6.473,0.0611,0.342,1.88E-05,0.133,0.28,102.008,173611,907366,25521,0,113167612
0.681,0.847,7,-2.462,0.0869,0.0306,0,0.0808,0.507,167.031,233013,3985660,441597,0,109753033
0.463,0.4,6,-9.999,0.0308,0.643,2.46E-05,0.131,0.121,77.314,249240,297449,16162,0,120237932
0.661,0.75,9,-5.816,0.0402,0.0614,0,0.267,0.524,105.984,254106,5591,269,0,30016860
0.615,0.84,2,-6.058,0.376,0.254,0,0.055,0.256,94.921,168093,2989,154,0,19908898
0.577,0.637,6,-6.86,0.315,0.0533,0,0.0654,0.593,106.499,176733,75383,1349,0,5694420
0.743,0.72,11,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4036273,129278,1,496024159
0.724,0.77,10,-4.777,0.323,0.406,1.15E-06,0.103,0.605,172.081,237209,226,5,0,11187856
0.571,0.937,5,-3.467,0.0365,0.0064,0,0.316,0.584,115.013,203133,105757,2847,0,93279028
0.742,0.832,10,-6.812,0.156,0.425,0.242,0.108,0.441,105.978,191710,424634,13335,0,106500548
0.669,0.78,7,-4.287,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212333,2515961,525342,1,384423735
0.745,0.858,9,-2.221,0.237,0.28,0,0.188,0.547,89.983,249533,143112,8114,0,39028758
0.75,0.662,7,-6.142,0.239,0.56,0,0.133,0.533,123.949,263647,1034992,75431,1,150615162
0.604,0.736,10,-5.596,0.0555,0.00608,0.109,0.11,0.345,118.012,211360,1807,54,0,68722902
0.735,0.446,5,-10.232,0.109,0.0071,1.93E-05,0.173,0.121,150.915,199093,664222,12020,0,55856507
0.711,0.761,8,-3.04,0.225,0.067,0,0.041,0.718,95.824,243880,1317175,17399,0,51339097
0.527,0.791,6,-4.195,0.0278,0.00731,0,0.252,0.506,147.043,278000,821888,15946,0,26278595
0.472,0.844,10,-6.578,0.054,0.00173,0,0.24,0.34,140.034,321280,194779,12029,1,140879584
0.942,0.613,5,-7.649,0.113,0.184,2.82E-06,0.264,0.961,96.997,204213,239491,13730,0,100222618
0.578,0.631,9,-6.518,0.309,0.0243,0,0.0665,0.716,96.332,118853,147289,10693,0,62923689
0.633,0.927,2,-4.468,0.0839,0.0267,0,0.0986,0.88,146.097,258432,6604138,242519,1,1741876368
0.404,0.43,5,-8.313,0.0336,0.779,0.000172,0.0941,0.51,106.322,175875,365648,3189,0,48913255
0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,50788626,4252791,1,1506598267
0.747,0.882,5,-2.649,0.0422,0.0501,3.06E-05,0.0926,0.692,93.003,200507,70375,2469,0,4019994
0.595,0.735,11,-6.648,0.047,0.1,9.62E-06,0.104,0.521,167.662,296400,139623,4694,0,10247208
0.456,0.383,11,-9.184,0.0344,0.378,0,0.138,0.301,179.772,257668,3244,72,0,9421763
0.799,0.672,7,-2.2,0.333,0.668,1.79E-06,0.0848,0.531,88.119,207273,221800,1845,0,16719083
0.693,0.738,10,-6.431,0.0287,0.151,0.000177,0.0987,0.829,124.995,197133,21250,630,0,27014086
0.708,0.708,6,-5.12,0.0266,0.316,0,0.361,0.667,95.031,164520,73812,2288,0,52624277
0.55,0.722,11,-11.729,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,50170,1967,1,330157289
0.539,0.987,4,-2.039,0.351,0.2,0,0.369,0.728,166.068,200360,4168,470,0,1161952
0.373,0.809,2,-9.189,0.0744,0.115,1.94E-06,0.653,0.539,145.045,171960,44951,1969,0,53486952
0.69,0.782,8,-4.369,0.144,0.0951,0,0.0916,0.555,115.018,177391,2918,93,0,1998539
0.718,0.697,2,-6.474,0.135,0.634,1.53E-05,0.0563,0.62,143.907,356180,893447,12701,0,35521827
0.535,0.515,4,-8.858,0.044,0.786,0,0.133,0.822,183.944,212915,5295,160,0,10972224
0.606,0.883,3,-3.243,0.0423,0.00872,0,0.0698,0.608,128.053,244907,911076,35158,1,303149408
0.758,0.429,4,-6.593,0.0432,0.388,8.16E-06,0.104,0.961,182.551,274960,6817,257,0,19917772
0.727,0.537,7,-9.785,0.0295,0.396,0.000789,0.349,0.954,121.493,270067,692797,18216,0,116531272
0.721,0.582,2,-8.251,0.0411,0.315,0.000559,0.065,0.487,100.083,200000,259471,11225,0,78334891
0.57,0.821,2,-4.38,0.267,0.178,0,0.289,0.408,210.857,225560,3087054,62876,1,289061896
0.862,0.72,4,-4.155,0.0361,0.476,0,0.0543,0.967,129.993,197284,2413466,132405,1,324741235
0.702,0.458,0,-8.195,0.0348,0.247,1.64E-06,0.126,0.679,89.266,269173,19417,747,0,34944874
0.549,0.709,10,-4.526,0.0309,0.296,0,0.0741,0.756,140.018,245693,484252,22609,0,60283856
0.27,0.00858,1,-33.835,0.0407,0.917,0.153,0.0809,0.116,48.028,73572,68,0,0,15471470
0.274,0.92,6,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016,189440,802891,29715,1,184400222
0.747,0.663,2,-9.415,0.0545,0.62,5.24E-05,0.0861,0.606,124.336,216907,346548,13313,1,179765800
0.715,0.374,8,-6.665,0.0399,0.627,0,0.11,0.633,89.982,143531,72314,2971,0,39109023
0.647,0.656,11,-8.632,0.0354,0.657,0.000163,0.343,0.453,119.965,268833,706281,13308,0,41966769
0.891,0.486,6,-7.803,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,200080,5287096,163632,1,517486265
0.567,0.779,5,-4.464,0.152,0.651,0,0.914,0.909,92.384,268597,185239,1008,0,53996289
0.581,0.512,2,-8.126,0.285,0.148,0,0.111,0.685,104.196,207692,113376,3545,0,14650099
0.853,0.563,10,-8.663,0.0379,0.0118,2.12E-05,0.119,0.893,92.112,267440,284054,9256,0,55773397
0.577,0.49,11,-7.262,0.0248,0.328,5.99E-05,0.14,0.422,102.048,197827,64810,3203,0,7131734
0.654,0.636,2,-6.822,0.303,0.69,0,0.107,0.628,100.46,188907,108918,3159,0,12751878
0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,8739290,161768,1,1589532270
0.474,0.528,7,-8.588,0.0276,0.526,0,0.109,0.364,144.366,227333,283577,6840,0,89540449
0.753,0.801,4,-3.215,0.0296,0.403,0,0.128,0.794,128.011,203467,815413,23761,1,195845821
0.817,0.625,2,-6.103,0.217,0.0251,1.18E-06,0.223,0.379,101.028,237624,192180,5695,0,15600467
0.822,0.446,7,-8.899,0.0321,0.486,0.00102,0.147,0.654,119.994,320960,282292,8278,0,31303756
0.781,0.915,7,-3.158,0.0506,0.0805,0.000482,0.0855,0.598,113.286,203360,105704,1621,1,244331008
0.617,0.838,0,-6.536,0.109,0.837,1.41E-06,0.814,0.95,159.941,162923,7422,116,0,3987191
0.573,0.819,1,-6.246,0.256,0.306,1.13E-06,0.0653,0.862,108.786,174000,346844,45716,0,5921975
0.416,0.472,10,-7.137,0.11,0.308,0.000284,0.132,0.494,135.308,73045,1645,58,0,6192033
0.62,0.396,1,-15.498,0.206,0.735,0.000985,0.0976,0.774,87.865,201027,76992,2900,0,11989732
0.518,0.447,5,-14.461,0.0338,0.23,0.0426,0.171,0.792,150.059,198400,1442066,65653,1,236987087
0.445,0.00325,3,-41.001,0.0581,0.996,0.961,0.0698,0.373,129.794,87000,3463,128,0,2176763
0.646,0.431,5,-6.759,0.0477,0.663,0,0.117,0.13,133.841,201533,41118,2596,0,14107132
0.519,0.379,0,-9.906,0.0279,0.619,1.85E-06,0.108,0.208,85.929,247053,267243,12307,0,43082035
0.499,0.87,0,-4.431,0.126,0.0183,0,0.0512,0.893,188.853,137400,48793,975,0,24673037
0.789,0.524,5,-9.542,0.0368,0.0701,0.262,0.193,0.538,125.023,365440,240613,12996,0,31881306
0.697,0.368,2,-9.708,0.056,0.835,0.00016,0.135,0.451,90.011,173428,83258,1151,0,32975824
0.919,0.622,1,-7.384,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803,3524423,124085,1,267492318
0.711,0.893,2,-4.687,0.0581,0.0032,9.13E-05,0.151,0.68,124.014,207840,39800,975,0,7310266
0.592,0.355,9,-14.051,0.0352,0.478,0,0.0585,0.499,133.032,216773,113317,2099,1,458707438
0.882,0.8,1,-5.772,0.0483,0.036,0.0133,0.188,0.978,135.034,210853,120363,3795,0,26633573
0.625,0.554,10,-5.531,0.0618,0.417,0,0.305,0.846,111.911,213254,935409,30658,1,229788191
0.211,0.00756,7,-33.123,0.0455,0.994,0.89,0.0734,0.0391,118.247,184707,6576,6,0,36586830
0.846,0.577,8,-6.048,0.0407,0.0206,2.97E-06,0.164,0.703,120.006,250082,62916,876,0,9237179
0.559,0.532,5,-7.679,0.353,0.174,0,0.136,0.529,85.843,186060,158665,6712,0,28079061
0.474,0.498,8,-10.146,0.0302,0.725,0,0.0852,0.759,100.93,324893,327137,8124,0,20030923
0.73,0.934,4,-3.995,0.078,0.168,2.56E-05,0.142,0.758,122.018,153310,42354,757,0,82173762
0.666,0.927,10,-5.06,0.0739,0.111,0,0.573,0.756,102.761,243879,686,0,0,7366441
0.476,0.677,0,-11.175,0.0365,0.211,0,0.0601,0.691,170.879,158000,110623,6439,0,34587318
0.486,0.617,5,-7.115,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373,4370461,261790,1,1325575712
0.79,0.625,0,-6.691,0.068,0.00127,0.000807,0.0786,0.773,128.973,318052,252692,18478,0,17681759
0.591,0.855,11,-8.339,0.339,0.00832,5.87E-05,0.771,0.78,136.734,158467,145123,5263,0,53722491
0.266,0.866,11,-7.885,0.112,5.44E-06,0.0185,0.0961,0.211,119.41,311133,125472,4513,0,59012236
0.627,0.56,7,-10.006,0.0521,0.149,0,0.0922,0.719,177.899,292753,113873,2530,0,16963225
0.469,0.912,8,-2.256,0.0491,0.357,0,0.486,0.579,75.984,202244,386094,3029,0,31700063
0.416,0.741,7,-4.001,0.0335,0.00804,0,0.273,0.286,160.515,202973,1386737,54504,1,186369505
0.473,0.954,8,-2.289,0.061,0.112,0.287,0.357,0.486,173.884,176500,465,53,0,888348
0.546,0.437,9,-5.915,0.239,0.356,0,0.0978,0.858,159.52,181401,32,1,0,20474126
0.127,0.0632,2,-21.617,0.0383,0.934,0.855,0.0853,0.056,84.176,171442,17047,189,0,11752883
0.55,0.488,6,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,309458,2504468,72222,0,49852433
0.703,0.652,2,-6.761,0.0327,0.18,0,0.0869,0.836,91.285,244645,12,1,0,11464859
0.477,0.242,8,-9.162,0.0529,0.928,0,0.0818,0.488,43.509,207973,591839,8743,1,192707921
0.579,0.705,6,-4.911,0.0339,0.0273,0,0.0704,0.761,116.173,201693,119540,4603,0,82408171
0.745,0.56,11,-6.766,0.103,0.251,0,0.114,0.564,129.948,194979,29267,94,0,15055277
0.718,0.88,0,-7.567,0.11,0.0223,0,0.908,0.814,124.007,175280,150380,5055,0,88457727
0.571,0.544,1,-6.555,0.0507,0.502,0,0.0617,0.375,129.869,274989,65227,1225,0,8105740
0.803,0.459,6,-8.124,0.0689,0.56,0,0.0747,0.51,84.967,173620,50529,1448,0,17725774
0.467,0.873,8,-4.941,0.0404,0.000119,0.00433,0.073,0.339,96.004,207800,119,12,0,6584747
0.757,0.678,8,-5.529,0.233,0.0472,9.14E-06,0.0654,0.82,120.075,218235,5400907,196475,1,418935629
0.854,0.63,11,-7.247,0.293,0.0096,0.00347,0.0747,0.721,144.018,133708,35003,2211,0,1057415
0.764,0.943,8,-4.047,0.0711,0.00784,0.104,0.0699,0.207,129.961,208635,494874,8083,0,56106985
0.658,0.877,10,-5.502,0.0352,0.00766,2.54E-05,0.127,0.346,99.979,227813,141972,5628,0,29436678
0.837,0.58,4,-6.932,0.0618,0.053,0.00276,0.699,0.262,111.981,167400,31259,623,0,27170562
0.427,0.201,8,-13.044,0.0317,0.745,0.263,0.109,0.0668,105.218,232147,766088,22952,1,310202569
0.287,0.292,9,-19.285,0.0541,0.968,0.978,0.09,0.346,145.703,218293,2944721,99352,0,91288142
0.724,0.777,2,-6.036,0.0446,0.337,0.00162,0.314,0.909,163.903,229653,66678,1208,0,99210912
0.295,0.94,11,-5.247,0.0449,0.00021,0.00106,0.276,0.58,186.186,204293,37976,2991,0,67384621
0.361,0.54,6,-6.274,0.036,0.0498,0,0.3,0.37,187.235,243213,32448,1138,0,17313787
0.646,0.785,2,-4.801,0.0545,0.0377,0,0.0897,0.52,100.911,214624,193071,5182,0,43468638
0.474,0.857,7,-5.734,0.0435,0.113,0,0.134,0.545,170.006,220200,1137505,25772,1,202934267
0.903,0.61,10,-6.176,0.339,0.155,0,0.389,0.627,91.46,232533,26507,796,0,58527463
0.528,0.749,7,-7.571,0.0479,0.00488,9.60E-05,0.0949,0.729,163.944,163906,480643,18057,1,165066980
0.811,0.762,7,-5.874,0.071,0.143,0.000141,0.0904,0.357,121.042,149752,15890,205,0,19284530
0.537,0.651,10,-5.819,0.0344,0.8,0,0.948,0.538,147.944,201378,2223914,42698,1,177595036
0.886,0.428,11,-5.555,0.0473,0.000317,0.000565,0.34,0.657,107.02,320134,80357,1555,0,1302009
0.793,0.782,4,-3.945,0.0582,0.447,0,0.124,0.81,143.86,191945,587233,17686,1,332888379
0.638,0.576,2,-9.27,0.0851,0.378,1.16E-05,0.0608,0.787,187.948,203667,129523,2032,0,21388831
0.774,0.771,8,-4.463,0.0417,0.678,0,0.739,0.905,94.945,275760,315848,5553,0,17666456
0.534,0.466,6,-6.98,0.0272,0.277,0,0.0979,0.23,140,277660,239052,9270,0,37249461
0.364,0.812,5,-4.31,0.0301,0.00172,5.27E-06,0.182,0.697,157.355,351643,60460,2191,0,23746810
0.659,0.334,2,-11.181,0.0273,0.656,0,0.0938,0.398,87.356,213237,45242,130,0,87034776
0.32,0.695,0,-5.756,0.0388,0.032,0,0.201,0.165,141.91,235267,2009,61,0,57510289
0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,2999848,113202,1,481224452
0.411,0.611,2,-4.719,0.0298,0.0751,0.000221,0.0762,0.138,140.002,258627,336,1,0,79326817
0.516,0.764,2,-6.223,0.0366,0.0717,0,0.115,0.376,148.021,224693,1782356,53789,1,492010350
0.608,0.699,6,-8.267,0.114,0.139,0,0.242,0.784,146.941,182680,109040,5644,0,34217385
0.539,0.717,9,-6.819,0.196,0.103,3.63E-05,0.071,0.87,208.029,226360,48,0,0,19852695
0.811,0.889,11,-4.5,0.0617,0.171,0.00035,0.134,0.87,94.005,185013,119088,2878,0,46007514
0.374,0.85,4,-5.657,0.0404,0.0904,0,0.116,0.348,125.796,253187,625074,16775,1,144624027
0.548,0.617,0,-7.093,0.0284,0.0848,5.13E-05,0.113,0.339,76.367,272587,156305,5577,0,20594725
0.883,0.849,7,-5.088,0.181,0.00697,0,0.0877,0.956,75.19,205333,39106,1445,0,9840009
0.843,0.703,7,-7.862,0.103,0.189,1.52E-05,0.04,0.669,104.009,944325,7694,23,0,874816
0.459,0.427,7,-7.734,0.0267,0.114,0,0.168,0.354,139.902,195493,1009011,24037,1,448883520
0.586,0.616,5,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,242096,6925267,193396,1,1006100004
0.592,0.579,4,-5.904,0.0498,0.198,0,0.141,0.633,120.025,234667,66002,927,1,209017302
0.774,0.792,10,-4.021,0.0523,0.051,0,0.155,0.507,122.062,139672,537687,9637,1,305987348
0.379,0.501,7,-6,0.0257,0.0902,3.09E-06,0.136,0.0409,99.943,253160,18122,766,0,19716415
0.757,0.547,7,-4.573,0.0355,0.0115,0,0.0445,0.793,126.977,231693,1613211,96337,1,378855584
0.479,0.601,7,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027,7226,366,1,211266445
0.761,0.917,9,-4.049,0.115,0.305,0.918,0.0603,0.926,74.995,268400,976581,23162,0,16141151
0.515,0.63,5,-7.691,0.168,0.274,0,0.1,0.367,121.98,180000,1786010,19645,0,113140652
0.566,0.359,2,-12.147,0.0286,0.812,0.0491,0.153,0.195,88.04,303386,116,7,0,39740476
0.555,0.713,11,-4.549,0.0911,0.0845,0,0.712,0.725,79.934,240920,284439,18403,0,39601929
0.317,0.787,2,-6.719,0.088,0.11,0,0.322,0.426,168.146,253693,74131,3990,0,59536482
0.548,0.638,9,-4.193,0.0519,0.677,0,0.917,0.447,96.87,147827,47137,12569,0,1993976
0.727,0.526,7,-8.377,0.0794,0.081,0,0.184,0.468,147.849,180347,62835,178,0,41735727
0.773,0.628,11,-6.737,0.0425,0.108,0.00119,0.246,0.588,119.96,316000,23013,37,0,8646964
0.486,0.633,9,-8.414,0.0365,0.176,0,0.312,0.669,162.158,190800,229741,11313,0,136832267
0.787,0.662,8,-4.285,0.0372,0.0648,0,0.133,0.79,119.983,198880,270551,6329,0,67028556
0.73,0.681,8,-7.582,0.0405,0.0441,0.000245,0.27,0.446,106.017,302492,38582,1206,0,18449158
0.528,0.714,5,-7.282,0.246,0.326,2.62E-06,0.158,0.603,79.344,211587,205009,4758,0,46688996
0.674,0.711,0,-15.581,0.0423,0.031,0.691,0.0925,0.961,126.696,355173,439765,22480,0,16835071
0.932,0.72,10,-8.136,0.164,0.236,0.00974,0.0516,0.917,109.986,212182,2662,15,0,1527728
0.535,0.951,7,-5.859,0.0373,0.0174,9.61E-06,0.345,0.444,120.72,304080,310172,21386,0,86206482
0.654,0.76,0,-3.669,0.045,0.0797,0,0.299,0.41,99.945,200787,15789307,865675,1,1740759086
0.898,0.543,6,-8.317,0.121,0.343,0.000623,0.338,0.359,98.992,305114,2354908,43008,1,146276255
0.453,0.221,2,-13.192,0.045,0.794,0,0.102,0.459,82.199,232533,103775,6469,0,49609294
0.646,0.781,1,-4.616,0.0313,0.208,0,0.125,0.565,94.975,169920,49725,488,1,218408658
0.551,0.724,3,-8.8,0.0622,0.212,0,0.129,0.427,95.025,192166,73994,2728,0,16257692
0.615,0.177,5,-16.925,0.0465,0.82,0.000186,0.135,0.383,124.558,258960,4427,79,0,57141080
0.718,0.709,4,-5.568,0.039,0.258,0,0.101,0.54,119.974,179427,1004013,27837,0,132712684
0.94,0.213,3,-10.181,0.0855,0.418,0,0.0893,0.832,133.095,133190,1002764,0,0,36688959
0.817,0.738,7,-7.639,0.0748,0.0964,0,0.331,0.616,104.964,208164,3336915,185894,0,22899885
0.694,0.511,8,-9.34,0.0449,0.274,0,0.166,0.931,87.014,198880,91549,2317,0,24008203
0.676,0.488,1,-5.091,0.154,0.0613,0,0.0707,0.151,97.036,212693,6068029,191156,0,56523022
0.818,0.69,0,-5.119,0.0454,0.00327,0,0.186,0.688,110.071,175889,9638123,1756950,1,295510074
0.727,0.6,8,-4.799,0.24,0.636,5.10E-06,0.106,0.754,199.796,216000,156159,46,0,10332416
0.906,0.623,1,-6.711,0.303,0.00864,4.19E-06,0.0753,0.715,99.498,194293,293459,8605,0,74368355
0.676,0.442,2,-7.745,0.0366,0.733,0,0.15,0.739,127.955,211810,374640,5225,0,38642498
0.784,0.833,0,-4.121,0.029,0.323,0,0.128,0.947,121.527,159792,241,4,0,2001587
0.632,0.574,11,-6.247,0.0508,0.272,0,0.0948,0.385,117.901,203613,215435,2590,0,35376747
0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,62411,1257,0,23128326
0.726,0.814,7,-3.853,0.031,0.503,0,0.753,0.892,141.934,164075,74847,1430,0,6881338
0.645,0.418,6,-10.065,0.29,0.558,0.0003,0.562,0.123,96.963,140760,1455526,17055,1,255771831
0.704,0.814,1,-4.752,0.0475,0.251,0,0.35,0.974,138.779,227800,123435,2426,0,31446307
0.379,0.0462,0,-14.719,0.0445,0.978,0.000931,0.0912,0.147,80.641,187769,15370,34,0,41713959
0.315,0.48,6,-6.848,0.0272,0.361,0.117,0.135,0.46,105.009,250147,80659,3993,0,8311654
0.427,0.813,0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,58292,1658,0,9999321
0.442,0.943,3,-3.205,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533,1783994,62926,1,778937392
0.596,0.768,6,-6.753,0.0369,0.0858,6.23E-06,0.116,0.532,127.93,180267,34378,1370,0,58823854
0.794,0.744,4,-4.239,0.0568,0.0181,0,0.0913,0.874,103.006,250410,5050,163,0,18523408
0.742,0.778,1,-6.762,0.0505,0.00495,0.00754,0.343,0.171,128.014,234411,26026,485,0,11437614
0.22,0.708,7,-9.051,0.035,0.00292,0.0267,0.102,0.453,66.214,220427,21821,1670,0,95912116
0.447,0.765,2,-5.457,0.0943,0.212,0,0.128,0.542,101.545,171429,89457,1638,0,15394993
0.503,0.551,7,-7.416,0.0733,0.132,0,0.343,0.0625,109.862,230923,251209,5370,0,107781390
0.794,0.88,5,-2.893,0.0736,0.0871,0.00204,0.356,0.787,93.982,207906,24041,369,0,1557904
0.508,0.792,0,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,320467,1586690,71676,1,622835357
0.583,0.345,8,-7.427,0.0399,0.654,0,0.0899,0.818,185.095,169373,3401,22,0,37027080
0.665,0.666,9,-7.009,0.429,0.0331,0,0.0841,0.844,164.205,152195,312673,10197,0,31487075
0.574,0.841,4,-4.449,0.0951,0.399,1.04E-06,0.205,0.926,83.706,286444,1234189,18518,0,32250068
0.686,0.536,0,-9.908,0.0274,0.161,4.97E-05,0.063,0.558,91.503,363333,18488,1005,0,36855434
0.68,0.796,2,-5.884,0.0588,0.385,0,0.375,0.624,80.945,221853,88395,2993,0,33507683
