Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularStream,Stream
0.916,0.849,3,-5.034,0.0639,0.166,0.000193,0.0859,0.974,121.002,255773,937061,24156,0,111219603
0.784,0.539,8,-8.148,0.0628,0.69,1.75E-05,0.0367,0.697,133.963,234818,224081,4472,1,151662633
0.793,0.831,8,-6.038,0.287,0.469,1.46E-05,0.146,0.949,104.972,208891,71552,418,0,23065416
0.559,0.635,2,-7.373,0.0486,0.231,0,0.365,0.238,97.875,209388,34925,758,0,1415321
0.79,0.363,5,-14.371,0.0774,0.81,0.000393,0.11,0.36,123.982,181130,55683,1009,0,64784025
0.782,0.627,8,-6.509,0.115,0.00233,1.27E-05,0.201,0.485,94.967,272507,47100,1740,0,33788674
0.786,0.912,9,-2.894,0.0567,0.401,0.00114,0.0475,0.853,128.896,274160,681236,12077,0,68018593
0.579,0.804,8,-5.024,0.0581,0.457,0,0.136,0.546,183.075,188852,1087803,88220,0,83321808
0.71,0.662,10,-5.947,0.175,0.42,0,0.0723,0.755,130.037,181510,695552,8908,1,172197473
0.591,0.963,0,-6.489,0.0531,8.74E-05,0.000107,0.0781,0.609,125.03,222827,1167552,48884,1,268071715
0.366,0.316,3,-9.604,0.0369,0.396,0,0.131,0.264,71.205,267427,189855,5528,0,14050953
0.457,0.899,4,-1.81,0.336,0.00345,0,0.0902,0.489,83.782,230947,1534,113,0,1450016
0.425,0.373,4,-7.543,0.0801,0.686,0,0.077,0.663,78.231,155307,131134,2532,1,141166124
0.786,0.951,4,-3.819,0.133,0.0475,6.04E-06,0.0655,0.675,133.002,237236,5589,274,0,5633368
0.812,0.741,11,-1.974,0.0441,0.172,5.83E-06,0.0943,0.902,95,204982,62602,2219,0,11198191
0.368,0.00363,1,-36.759,0.035,0.993,0.922,0.137,0.085,69.363,254000,1192,4,0,35559851
0.632,0.944,1,-3.065,0.0476,0.239,0,0.125,0.934,166.925,260185,46523,934,0,44691457
0.677,0.524,6,-10.873,0.0462,0.00573,0.086,0.102,0.265,100.007,341000,71062,2738,0,10742054
0.498,0.59,1,-4.721,0.032,0.511,0,0.107,0.0784,145.867,217867,126356,4390,1,934528321
0.526,0.741,4,-5.945,0.0596,0.013,0,0.0993,0.115,140.914,202128,57336,2272,0,5418838
0.851,0.807,5,-4.522,0.228,0.0161,0,0.118,0.394,149.204,141819,35376,36,0,40508824
0.668,0.784,11,-7.252,0.525,0.219,0,0.0664,0.638,109.439,258813,9307,1253,0,87541
0.541,0.401,0,-10.499,0.0365,0.576,0,0.164,0.24,152.943,289160,3439891,100036,1,324899226
0.438,0.178,5,-9.402,0.0414,0.957,0,0.316,0.344,75.248,170964,202683,5510,1,281631616
0.618,0.811,11,-6.654,0.0322,0.00245,0.199,0.0779,0.779,100.01,191733,4819,224,0,5072229
0.77,0.319,10,-17.098,0.0579,0.205,0.000151,0.0687,0.863,117.232,316160,166,14,0,29849385
0.343,0.318,5,-14.901,0.0312,0.336,0.158,0.17,0.11,81.993,299493,255656,11382,0,27410478
0.695,0.411,0,-8.326,0.0669,0.276,0,0.0947,0.211,120.118,224413,42732,1476,0,2341233
0.911,0.722,10,-4.833,0.279,0.0364,0,0.111,0.689,104.11,297546,1054842,52478,0,98061020
0.651,0.503,4,-8.729,0.0261,0.504,0,0.469,0.58,108.014,227962,476336,45614,0,22181797
0.667,0.241,5,-16.276,0.0428,0.514,0.000172,0.079,0.651,75.022,181093,902,27,0,3916795
0.681,0.505,1,-11.709,0.138,0.137,0,0.234,0.399,89.953,260067,473024,8645,0,126371223
0.886,0.646,10,-7.288,0.328,0.0266,3.76E-05,0.0857,0.798,148.119,207600,108347,1657,0,60997388
0.822,0.733,2,-4.304,0.0495,0.0434,0,0.238,0.595,107.02,211781,236455,4137,0,109925929
0.579,0.776,8,-5.365,0.173,0.0749,0,0.239,0.434,136.044,229880,872762,24412,1,268051963
0.569,0.502,4,-11.682,0.0394,0.709,7.10E-05,0.321,0.541,129.849,318015,104367,2914,0,20006525
0.758,0.913,6,-2.926,0.113,0.00364,6.92E-05,0.193,0.658,128.04,186210,272060,3747,1,443481299
0.777,0.892,8,-3.54,0.0303,0.186,8.93E-06,0.0747,0.821,115.02,226120,1472,21,0,19596951
0.908,0.546,8,-10.491,0.323,0.0127,0,0.0707,0.225,131.016,170502,627,19,0,107919519
0.704,0.482,9,-5.352,0.0349,0.211,0,0.3,0.604,102.01,198529,542341,11110,1,167661438
0.62,0.93,1,-3.685,0.0374,0.00043,0,0.0686,0.609,106.22,190173,172094,7610,1,184416166
0.481,0.284,11,-14.762,0.186,0.634,0.000168,0.91,0.528,83.979,190533,23953,540,0,57387026
0.573,0.86,7,-6.981,0.053,0.195,0.00354,0.364,0.934,157.722,232253,17084,427,0,8563443
0.647,0.398,4,-8.63,0.0283,0.108,0.107,0.148,0.32,102.029,432560,186222,2949,0,89180888
0.355,0.451,6,-13.449,0.0387,0.985,0.324,0.692,0.706,97.939,266600,18505,272,0,15827977
0.618,0.842,9,-4.384,0.0772,0.0452,0.000216,0.0737,0.734,175.989,189187,94366,3875,0,41035693
0.148,0.0722,4,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,3633,109,0,33450044
0.561,0.732,7,-6.178,0.0281,0.329,0.000228,0.0755,0.671,118.975,161600,140094,5156,1,143020474
0.816,0.762,7,-3.505,0.0359,0.185,0.00235,0.0806,0.708,118.705,332227,640,9,0,244087
0.665,0.527,2,-8.588,0.429,0.663,0,0.306,0.219,94.711,275999,2389674,95278,0,129541700
0.853,0.619,5,-5.842,0.154,0.499,0.0124,0.102,0.755,94.988,160421,22759,236,0,21287178
0.722,0.687,0,-5.189,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,5124,58,1,519362331
0.632,0.556,1,-8.851,0.12,0.721,0,0.0995,0.385,78.603,219696,11528,293,0,38316820
0.748,0.761,2,-6.621,0.102,0.122,6.56E-06,0.0984,0.362,116.041,179940,35014,628,1,506493761
0.793,0.896,7,-3.072,0.0417,0.0136,1.08E-05,0.105,0.842,125.063,198246,1250211,39717,0,107759460
0.784,0.9,4,-4.998,0.177,0.0359,0,0.0472,0.86,94.027,190467,696,9,0,2421066
0.583,0.732,11,-5.728,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,213428,3755899,100424,1,877421698
0.644,0.381,0,-7.425,0.0333,0.497,0.898,0.11,0.184,150.029,115201,120852,1426,0,26151549
0.728,0.783,11,-4.424,0.266,0.237,0,0.434,0.555,77.011,173381,5229644,55516,1,1044984022
0.628,0.298,11,-9.539,0.0713,0.732,0,0.116,0.166,63.762,184893,1112651,17793,1,262081951
0.633,0.798,1,-9.313,0.0281,0.166,0.617,0.0812,0.963,147.645,229027,23246,786,0,71958119
0.728,0.832,7,-6.827,0.267,0.327,0,0.504,0.825,95.051,172893,282222,631,1,144822002
0.689,0.771,5,-3.618,0.0548,0.00776,0,0.521,0.482,157.052,167922,6978142,2233612,1,232105862
0.46,0.787,8,-4.816,0.0486,0.0106,0,0.957,0.393,163.865,226800,246527,5468,0,46211898
0.438,0.94,2,-3.249,0.0452,8.74E-05,0.0777,0.3,0.421,100.99,261000,580314,31404,1,309097337
0.709,0.679,9,-4.828,0.0588,0.808,4.61E-05,0.428,0.852,102.653,191336,43226,415,0,36549314
0.66,0.787,1,-4.592,0.032,0.00257,0,0.323,0.199,142.018,217088,2643653,165117,1,185395831
0.661,0.578,7,-6.328,0.0261,0.673,0.00132,0.135,0.278,87.998,222273,9475,334,0,690313
0.716,0.555,9,-7.57,0.0371,0.0372,0,0.105,0.483,93.973,185281,198988,6173,1,142272157
0.555,0.832,4,-5.96,0.0323,0.00967,2.94E-05,0.132,0.3,155.061,161592,26656,630,0,17344410
0.486,0.376,10,-13.707,0.0404,0.881,0.00312,0.129,0.0892,90.236,102452,1627,72,0,43286718
0.31,0.146,0,-19.278,0.0303,0.99,0.261,0.076,0.333,162.831,298587,48823,1026,0,96441152
0.842,0.715,2,-6.03,0.0912,0.0265,0.0554,0.0831,0.428,126.021,160952,567597,14169,1,137384777
0.578,0.631,9,-6.518,0.309,0.0243,0,0.0665,0.716,96.332,118853,1298,41,0,62923689
0.576,0.36,7,-9.321,0.0352,0.406,0.000103,0.161,0.166,126.836,182440,180374,3105,0,42370219
0.601,0.741,2,-5.569,0.0478,0.185,2.91E-05,0.415,0.441,153.96,153190,2888687,99758,1,941372658
0.757,0.596,7,-8.039,0.0339,0.0409,0.0447,0.171,0.195,97.769,284625,294869,5375,1,160632804
0.802,0.934,9,-3.216,0.0604,0.0609,0,0.0158,0.941,150.036,204973,71275,2109,0,15282286
0.595,0.711,1,-5.849,0.0603,0.0254,0,0.0647,0.874,167.958,177827,252954,7564,0,3874751
0.79,0.435,7,-7.921,0.0347,0.697,0,0.0723,0.703,124.036,275893,625235,15484,0,115362521
0.642,0.874,3,-3.162,0.128,0.439,0,0.0821,0.829,164.81,158662,362675,4354,0,53125549
0.616,0.563,7,-6.414,0.04,0.313,0,0.548,0.629,113.737,258520,26931,1283,0,34458441
0.77,0.712,1,-5.321,0.0306,0.269,0,0.502,0.966,144.018,214484,10371,609,0,4891471
0.597,0.873,5,-6.114,0.0368,0.194,0.0205,0.16,0.643,138.892,191253,168590,12113,0,45532240
0.926,0.863,0,-3.391,0.269,0.0197,0,0.0484,0.779,92.522,192907,111191,8854,0,20425793
0.194,0.079,4,-21.389,0.0425,0.969,0.498,0.126,0.082,100.309,517360,852,25,0,20028660
0.696,0.667,0,-7.665,0.0407,0.0114,0,0.181,0.287,121.932,398106,10760,507,0,59468211
0.776,0.791,5,-6.551,0.0415,0.275,1.64E-05,0.143,0.961,107.954,252187,889704,19767,0,37459870
0.732,0.563,10,-10.155,0.128,0.191,0.000141,0.0759,0.563,169.943,271747,227784,4889,0,14089626
0.774,0.934,5,-6.422,0.0516,0.118,0.00284,0.0897,0.882,105.968,346720,7,4,0,11887824
0.696,0.907,2,-2.932,0.0409,0.447,0,0.729,0.686,124.989,195800,630874,15099,0,56209432
0.811,0.726,0,-3.995,0.0813,0.154,0,0.116,0.666,131.027,264920,421016,15336,0,99230595
0.533,0.907,11,-3.793,0.0406,0.0292,0,0.386,0.7,150.99,183160,616262,10272,1,356651279
0.643,0.576,7,-6.896,0.0303,0.0267,0,0.273,0.699,97.022,312400,247153,6741,0,137049958
0.673,0.706,8,-8.4,0.115,0.0603,2.75E-06,0.426,0.516,74.972,247608,9295,348,1,167261707
0.382,0.492,9,-14.892,0.046,0.0443,8.11E-05,0.283,0.722,173.975,209000,643,35,0,6766138
0.853,0.727,10,-7.712,0.191,0.548,0.000219,0.188,0.417,108.035,172580,105994,5011,0,27350728
0.64,0.857,9,-6.373,0.0375,0.0678,0.0132,0.231,0.0543,125.995,257175,3592,262,0,1062460
0.454,0.571,5,-5.422,0.0273,0.497,0,0.319,0.356,131.448,199813,36162,1829,0,60825632
0.405,0.279,10,-8.099,0.0334,0.881,0,0.0933,0.256,119.85,303653,84520,2186,1,141167754
0.606,0.471,0,-12.113,0.938,0.693,0,0.263,0.558,85.701,182413,1343,42,0,310655
0.726,0.828,7,-5.191,0.071,0.105,0,0.0873,0.307,125.002,218368,111698,3419,0,75480525
0.487,0.245,7,-12.101,0.0339,0.943,0,0.118,0.521,95.249,164000,7487,198,0,13707918
0.732,0.864,3,-5.94,0.0378,0.161,1.34E-05,0.367,0.568,118.032,173743,278760,5164,0,80799739
0.775,0.816,0,-5.534,0.0281,0.164,0,0.126,0.753,98.219,214333,2008434,60949,1,312369195
0.829,0.878,9,-5.951,0.101,0.0959,0,0.776,0.883,87.991,239307,1968463,51113,1,306363981
0.772,0.749,6,-5.942,0.0534,0.0431,0.00368,0.118,0.493,125,163200,36104,1034,0,2435891
0.474,0.306,0,-10.236,0.0978,0.808,0,0.116,0.663,204.401,235200,54754,2260,0,82017541
0.944,0.511,5,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,1311147,26713,1,413777209
0.745,0.913,6,-3.362,0.0494,0.449,0,0.586,0.759,118.032,312268,176998,7086,0,19016046
0.463,0.816,8,-4.585,0.0523,0.0978,0,0.0932,0.398,167.794,218484,12422,278,0,853366
0.663,0.903,7,-2.529,0.0294,0.0421,1.44E-05,0.131,0.775,122.206,253400,66,7,0,40454695
0.841,0.593,1,-7.846,0.0379,0.418,0,0.124,0.808,124.917,162803,215163,6737,1,603446629
0.506,0.674,3,-4.546,0.0281,0.209,0,0.105,0.313,139.967,212987,638293,13791,0,127217418
0.933,0.448,8,-4.491,0.136,0.0253,0,0.104,0.737,103.981,167350,987717,36981,0,115712311
0.703,0.909,4,-4.456,0.0358,0.216,1.57E-06,0.162,0.777,97.982,239920,32718,1675,1,197998077
0.779,0.666,5,-7.361,0.0482,0.194,0.000556,0.0576,0.507,123.024,161322,919891,12952,1,292787620
0.724,0.904,0,-3.815,0.0872,0.0419,4.79E-06,0.163,0.728,130.036,209575,1491824,354615,0,54154257
0.907,0.625,1,-5.557,0.198,0.0042,0,0.151,0.605,99.918,163133,369856,9781,0,72987947
0,0.373,10,-16.469,0,0.153,0.999,0.726,0,0,593754,561,0,0,15110333
0.227,0.568,3,-10.448,0.0354,0.0425,0,0.293,0.0442,184.961,231485,514,0,0,1240380
0.315,0.338,4,-13.75,0.0314,0.647,0.00338,0.5,0.105,75.052,256120,12038,0,0,5502686
0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,62411,1257,0,23128326
0.857,0.561,9,-7.288,0.0292,0.435,0,0.0831,0.76,99.989,272576,1256007,29723,1,231730622
0.812,0.546,1,-6.216,0.0267,0.249,1.98E-05,0.0974,0.87,108.01,197854,49461,1558,0,9036089
0.729,0.596,0,-5.101,0.0607,0.463,0,0.18,0.319,117.918,214236,1750639,22947,0,96865899
0.472,0.653,0,-9.515,0.034,0.113,0,0.205,0.589,148.033,239200,31772,4890,0,4868070
0.766,0.548,10,-4.29,0.235,0.775,5.57E-06,0.1,0.424,82.944,161985,1875162,31476,1,415059824
0.718,0.697,2,-6.474,0.135,0.634,1.53E-05,0.0563,0.62,143.907,356180,893467,12701,0,35521827
0.548,0.506,6,-13.684,0.0495,0.492,0.000442,0.189,0.641,85.628,473025,1122126,30650,0,12607278
0.682,0.886,10,-5.915,0.0779,0.00642,0.0459,0.606,0.359,172.059,208178,138639,1238,0,36525326
0.8,0.589,5,-8.819,0.0408,0.705,6.06E-05,0.0542,0.976,120.033,163000,483,12,0,215090
0.598,0.526,10,-8.659,0.0415,0.129,0,0.14,0.529,123.935,168387,1538474,20312,1,804323416
0.75,0.619,5,-5.777,0.212,0.0184,0,0.13,0.78,172.002,255092,1553830,36465,1,153123315
0.388,0.00269,4,-32.97,0.0516,0.995,0.869,0.063,0.0397,63.386,146760,1887,169,0,18711686
0.107,0.0153,2,-27.871,0.0469,0.984,0.882,0.0659,0.0781,83.717,170000,23,0,0,2865633
0.655,0.649,1,-5.653,0.089,0.0793,0.000393,0.117,0.759,86.968,229867,35645,1317,0,29837038
0.82,0.788,6,-5.478,0.191,0.272,1.65E-06,0.0404,0.648,93.961,195573,315512,8854,0,121967980
0.704,0.611,2,-6.112,0.0409,0.217,0,0.0812,0.22,100,189467,5067694,143099,1,972016370
0.786,0.842,4,-5.115,0.0707,0.00305,3.54E-06,0.473,0.685,97.577,221227,724817,23419,0,119700546
0.562,0.483,7,-5.878,0.0316,0.192,0,0.0855,0.652,86.101,226906,71574,1088,0,5325404
0.362,0.101,2,-15.961,0.0392,0.989,0.0025,0.192,0.323,174.771,223547,2,0,0,254150
0.762,0.604,7,-5.296,0.11,0.114,0,0.0271,0.847,168.007,97960,47024,538,1,143988805
0.742,0.722,11,-4.773,0.234,0.308,0.00276,0.177,0.533,139.935,197333,86142,6680,0,4191449
0.55,0.917,0,-3.159,0.0638,0.00428,0,0.197,0.601,126.115,177827,863870,16014,1,692296637
0.2,0.194,7,-18.541,0.0364,0.977,0.869,0.362,0.0634,95.47,271507,1511,48,0,5968854
0.48,0.887,7,-4.91,0.0319,0.147,0.00011,0.33,0.69,92.971,232133,54,6,0,86631233
0.862,0.619,6,-6.645,0.318,0.0434,0,0.117,0.512,95.036,174000,1787702,20217,0,38087490
0.714,0.596,11,-6.966,0.172,0.251,0,0.201,0.218,93.984,164681,260961,6642,0,3162241
0.686,0.892,10,-3.186,0.0498,0.0577,7.11E-06,0.0838,0.752,126.03,157206,3332,63,0,36981245
0.195,0.958,7,-4.391,0.194,5.19E-05,0.128,0.371,0.11,198.151,234267,104067,6164,0,7167929
0.402,0.926,2,-4.441,0.04,8.18E-05,0.119,0.0658,0.649,125.116,192493,70183,1530,0,42341146
0.603,0.271,5,-10.083,0.0284,0.679,0,0.141,0.405,110.89,165333,56346,2083,1,164794358
0.481,0.636,0,-6.737,0.0329,0.552,0,0.098,0.612,110.733,283707,663857,14360,0,70573974
0.58,0.491,0,-7.863,0.0392,0.798,0,0.107,0.414,162.051,221693,238364,6501,0,53697433
0.496,0.359,10,-8.834,0.0356,0.449,6.38E-05,0.149,0.13,125.168,584573,32635,1314,0,30776596
0.773,0.756,10,-5.149,0.0388,0.159,0.00236,0.0805,0.912,105.322,152466,562192,14105,1,178387111
0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,418664,7041,1,203066841
0.69,0.762,6,-8.481,0.0326,0.00726,0,0.0731,0.931,141.016,228253,15325,739,0,10014798
0.638,0.634,6,-6.474,0.0468,0.214,0,0.0866,0.473,92.097,196422,132168,2361,1,174606749
0.196,0.00262,4,-43.988,0.0349,0.876,0.0427,0.127,0.117,115.546,110000,127,0,0,8170111
0.588,0.355,11,-14.641,0.0583,0.889,0.185,0.134,0.59,176.273,226364,12847,528,0,7099657
0.69,0.847,6,-4.565,0.0374,0.0145,0.041,0.0777,0.49,124.015,152224,2153,56,0,6537341
0.437,0.935,8,-4.278,0.0675,0.0102,0,0.135,0.593,73.722,209976,44575,1159,0,14678351
0.825,0.666,4,-4.847,0.0554,0.143,2.81E-06,0.237,0.763,96.987,187983,1474712,27740,0,45355913
0.733,0.568,1,-5.987,0.0462,0.341,0,0.232,0.502,123.079,187332,1378114,25277,1,158950359
0.404,0.72,10,-9.18,0.0623,5.59E-05,0.836,0.0466,0.475,121.864,258467,489600,23783,1,278615322
0.644,0.423,11,-8.702,0.0324,0.464,0,0.11,0.509,131.903,279429,1173844,21889,0,50414439
0.687,0.783,0,-4.573,0.191,0.0526,0,0.0718,0.359,156.141,233923,27786,1555,0,20935681
0.722,0.259,11,-13.114,0.0721,0.812,0,0.128,0.571,81.006,129507,98,2,0,2650330
0.779,0.542,2,-8.784,0.0319,0.437,4.11E-06,0.326,0.84,107.755,184707,1945,95,0,66463599
0.76,0.948,2,-3.39,0.0936,0.181,0,0.0962,0.537,99.971,267160,6100,13,0,12061510
0.683,0.804,9,-6.592,0.0849,0.00289,0,0.0949,0.522,128.007,237107,519636,28790,0,103180456
0.628,0.967,8,-2.43,0.0538,0.0217,0.00157,0.336,0.349,125.982,186689,38302,1605,0,30217367
0.762,0.7,9,-6.021,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,16730579,373961,1,1807370674
0.837,0.692,7,-4.251,0.337,0.0383,0,0.212,0.805,87.775,379733,440715,11429,0,70486257
0.408,0.513,8,-12.146,0.0762,0.0468,0,0.112,0.426,81.925,251333,179826,5965,0,31947288
0.156,0.0223,7,-27.684,0.0367,0.938,0.848,0.0998,0.0495,72.844,340400,28866,1194,0,41883037
0.413,0.482,11,-13.311,0.0539,0.895,0.685,0.111,0.13,66.766,235636,106983,1127,0,37128350
0.553,0.729,0,-10.778,0.0434,0.789,0,0.0586,0.749,125.251,362888,705813,22636,0,17826423
0.736,0.817,8,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,571280,55033,1,236997309
0.483,0.321,10,-10.401,0.0719,0.82,0.000107,0.128,0.148,141.28,191831,85506,2497,0,18079501
0.946,0.883,5,-6.535,0.192,0.0652,0,0.111,0.767,98.988,200467,247,7,0,6380117
0.46,0.796,0,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,222067,260178,6072,1,191592986
0.812,0.524,2,-10.549,0.0656,0.617,0.0101,0.106,0.043,107.71,219107,1333,39,0,17336475
0.629,0.483,1,-10.666,0.0498,0.238,0,0.202,0.533,96.857,158769,20678,448,0,7924445
0.69,0.973,2,-3.588,0.0492,0.126,0,0.101,0.772,143.957,231533,2467173,36112,1,426730287
0.661,0.486,5,-4.438,0.0431,0.454,0,0.0994,0.309,78.31,208692,76011,1815,0,84879693
0.363,0.452,0,-10.322,0.0286,0.182,0,0.374,0.26,81.803,168800,1802,44,0,6776586
0.792,0.696,7,-7.942,0.302,0.184,0.000104,0.134,0.546,97.077,235106,31475,2513,0,2579971
0.598,0.221,9,-10.484,0.0303,0.907,4.19E-05,0.0723,0.274,106.771,184004,10130,481,0,132739716
0.764,0.751,8,-3.713,0.0711,0.18,0,0.0696,0.698,100.074,187200,1692045,56048,1,213785805
0.573,0.642,11,-6.873,0.0272,0.189,0,0.221,0.492,140.264,288947,656524,19287,0,73913009
0.595,0.245,3,-14.76,0.033,0.253,1.15E-05,0.0687,0.364,78.955,166373,18493,602,0,6057638
0.789,0.43,2,-6.396,0.0877,0.609,0,0.0843,0.742,115.843,163655,27723,726,0,115611858
0.621,0.761,11,-7.948,0.0485,0.186,2.18E-05,0.0791,0.619,103.001,246800,226264,3790,0,71366293
0.871,0.519,2,-6.549,0.258,0.313,8.14E-06,0.0869,0.532,140.013,251733,635319,16375,1,170715138
0.477,0.483,4,-9.413,0.0364,0.0027,0.783,0.156,0.123,170.026,248347,691110,6053,1,189025213
0.504,0.0644,2,-14.754,0.0408,0.972,4.36E-06,0.174,0.403,106.994,181440,24472,555,0,76055672
0.525,0.807,6,-9.298,0.0569,0.054,0.000575,0.178,0.3,117.589,239573,5666051,236957,0,92550543
0.773,0.809,10,-4.975,0.0387,0.188,0,0.115,0.73,129.971,162982,145470,11451,0,7968340
0.72,0.424,4,-17.83,0.0357,0.51,2.58E-05,0.0712,0.582,110.811,228160,10927,429,0,17283126
0.422,0.123,9,-24.202,0.0371,0.73,0.583,0.136,0.0785,113.058,238400,8409,310,0,4625257
0.482,0.873,0,-3.145,0.0853,0.0111,0,0.409,0.737,165.084,214320,1681417,104304,1,190837489
0.859,0.548,10,-6.59,0.197,0.041,0,0.204,0.112,127.958,165581,527468,10228,0,15785152
0.643,0.513,10,-7.355,0.0253,0.832,0.000852,0.143,0.25,95.976,222302,5158,205,0,22512082
0.483,0.468,8,-7.642,0.0341,0.784,0,0.152,0.319,135.875,247941,2757186,58357,1,196665486
0.488,0.283,3,-7.427,0.0578,0.914,0,0.114,0.356,169.251,164977,21601,475,0,4697361
0.643,0.535,0,-6.795,0.0941,0.648,0.00213,0.0766,0.564,82.193,289720,208927,14996,0,37841134
0.749,0.881,11,-3.625,0.0492,0.657,0,0.951,0.959,103.935,178765,250442,3639,0,14894881
0.467,0.9,11,-4.505,0.0451,0.000187,0.000493,0.105,0.554,130.027,244804,85432,2635,1,253675311
0.394,0.613,9,-6.896,0.0565,0.237,3.48E-06,0.111,0.191,143.987,211200,6721,503,0,13466088
0.689,0.203,0,-14.459,0.0417,0.992,0.5,0.0873,0.373,93.151,137497,496974,4495,0,91092218
0.62,0.63,10,-5.578,0.198,0.171,0,0.0824,0.543,85.42,194821,50247,3446,0,9701786
0.315,0.22,9,-21.343,0.0514,0.987,0.943,0.0802,0.116,145.195,188787,2944721,99352,1,422612038
0.533,0.456,2,-6.392,0.0265,0.703,0,0.18,0.289,136.117,265585,267701,7601,0,102983829
0.696,0.801,5,-5.641,0.0952,0.0469,0,0.502,0.536,93.003,211909,1666556,26421,1,155268754
0.775,0.825,7,-5.402,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,182667,2573726,132274,1,384333791
0.527,0.91,0,-2.659,0.122,0.25,0,0.0857,0.329,95.943,258542,4547308,257634,1,143686704
0.64,0.647,5,-8.114,0.186,0.124,0,0.0801,0.546,92.979,197867,2754251,54867,1,1241240312
0.431,0.598,7,-3.733,0.0296,0.209,0,0.218,0.356,76.18,269787,124721,4668,0,37326087
0.617,0.42,7,-8.09,0.0245,0.221,0.000576,0.0973,0.174,144.009,209093,130820,4203,0,42844474
0.728,0.638,5,-6.455,0.0336,0.249,0,0.116,0.872,130.014,193030,636730,9847,1,376045969
0.411,0.244,7,-11.364,0.0349,0.868,2.54E-05,0.128,0.248,139.935,256285,197076,3641,0,9932549
0.42,0.685,0,-4.763,0.0304,0.13,0,0.0634,0.15,145.874,331920,25138,275,0,23374935
0.814,0.789,11,-6.29,0.0405,0.365,0.000502,0.137,0.842,107.003,219669,3274555,47276,1,277571368
0.71,0.831,0,-7.939,0.0608,0.199,0,0.0248,0.961,157.369,174107,56498,763,0,23516010
0.585,0.868,7,-7.285,0.0444,0.256,0,0.197,0.758,94.098,290413,370266,7025,0,55498474
0.306,0.331,8,-12.953,0.0648,0.945,0.0263,0.359,0.576,170.721,162286,1119,55,0,9516698
0.42,0.823,1,-4.889,0.0434,0.00985,0,0.103,0.517,163.997,244040,430011,17404,0,34435967
0.358,0.889,1,-8.045,0.335,0.266,1.46E-05,0.172,0.666,85.61,130480,178461,2532,0,92371658
0.507,0.309,6,-14.429,0.0383,0.784,0,0.138,0.716,82.052,118120,37416,1773,0,40409040
0.317,0.985,2,-4.588,0.101,0.000151,0.789,0.127,0.0483,123.008,348100,313496,14363,0,30023222
0.919,0.785,1,-4.141,0.0806,0.00411,0,0.112,0.801,109.045,232200,2925,269,0,51435303
0.784,0.486,5,-6.497,0.0475,0.0538,0.497,0.101,0.0894,110.964,265996,145178,2685,0,123020364
0.963,0.905,7,-4.053,0.117,0.654,0.0481,0.107,0.594,123.998,178530,1592128,140704,0,37458146
0.409,0.932,11,-4.538,0.0339,1.87E-05,1.60E-06,0.31,0.591,131.761,166640,513043,20140,1,220171239
0.644,0.597,6,-8.305,0.206,0.0167,5.41E-05,0.112,0.341,139.969,246857,214135,4329,0,30765587
0.876,0.661,7,-5.224,0.0499,0.0371,9.26E-05,0.118,0.651,101.019,174000,124695,3167,0,13586190
0.636,0.699,5,-4.432,0.0396,0.302,0,0.263,0.709,96.962,191053,199180,3929,0,71266797
0.663,0.693,7,-5.776,0.0635,0.0379,0,0.162,0.391,120.026,186307,355139,15094,0,108688564
0.785,0.498,1,-6.977,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,201587,282704,12738,0,88908679
0.801,0.563,11,-7.302,0.223,0.264,0.00115,0.192,0.967,179.968,162000,467598,8243,0,71633388
0.879,0.434,7,-10.778,0.0385,0.113,2.46E-05,0.105,0.794,110.018,310613,64093,2396,0,12510392
0.473,0.874,1,-6.822,0.408,0.23,0.000522,0.96,0.465,94.971,330320,154,12,0,1940826
0.674,0.771,0,-5.943,0.0317,0.0464,3.12E-05,0.0362,0.966,155.301,255507,512,2,1,197522305
0.479,0.725,2,-4.671,0.0335,0.026,0.000129,0.209,0.43,101.938,215493,315343,8618,1,183969494
0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,839607,21749,0,66108139
0.722,0.496,7,-7.554,0.0327,0.223,0.000507,0.103,0.645,92.007,284467,238054,5429,0,16678743
0.785,0.638,1,-7.081,0.109,0.357,0.0118,0.0982,0.348,127.058,122000,111812,1837,0,64239765
0.721,0.745,7,-3.508,0.0366,0.151,1.24E-06,0.372,0.699,90.988,192745,230490,3535,1,223499126
0.758,0.35,1,-14.352,0.0513,0.007,0.268,0.0732,0.107,99.994,289654,11171,562,0,3773130
