Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularViews,Views
0.486,0.896,11,-6.189,0.0346,0.0015,0.0443,0.217,0.195,123.967,161883,24915,237,0,2280086
0.768,0.695,9,-4.883,0.179,0.0301,0,0.235,0.41,76.007,176588,10944,469,0,459414
0.531,0.363,10,-7.672,0.0608,0.749,0,0.112,0.259,121.412,229720,623743,8991,0,85877079
0.721,0.519,0,-4.315,0.0287,0.127,0,0.15,0.705,124.906,166227,88438,1225,0,12674240
0.552,0.323,7,-9.773,0.0441,0.67,5.02E-05,0.0688,0.353,160.377,213907,89823,1920,0,4307977
0.496,0.849,0,-4.975,0.0368,0.000333,9.16E-06,0.354,0.828,171.965,228867,1385,177,0,337003
0.55,0.722,11,-11.729,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,50170,1967,0,2640108
0.734,0.604,8,-5.916,0.0548,0.205,3.12E-06,0.254,0.927,84.965,279920,164588,3988,0,66914634
0.472,0.636,4,-8.266,0.0375,0.467,0.00229,0.662,0.318,90.841,176800,286547,8090,0,52650846
0.444,0.398,6,-8.01,0.03,0.799,0,0.114,0.361,79.874,228147,8793,282,0,307175
0.549,0.89,9,-7.973,0.0613,0.0057,0.00053,0.128,0.84,149.092,261341,1119649,41103,1,140646077
0.411,0.859,4,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,156173,621,27,0,89079
0.223,0.805,8,-8.969,0.037,0.000179,0.814,0.0849,0.25,168.165,115413,4851,180,0,409377
0.518,0.655,8,-6.255,0.0826,0.381,0,0.271,0.29,156.992,199682,242141,9030,0,12128392
0.788,0.795,1,-4.467,0.166,0.32,0,0.186,0.83,153.899,162432,43394,772,0,5483669
0.804,0.66,10,-4.86,0.0726,0.0319,0,0.103,0.257,94.053,169345,1422254,48615,1,214825431
0.655,0.673,0,-5.98,0.308,0.473,0,0.0753,0.342,181.891,249520,5769,180,0,351424
0.834,0.481,2,-7.824,0.188,0.0732,0,0.0934,0.406,89.849,285907,272701,7541,0,52215893
0.585,0.696,4,-5.6,0.0307,0.204,0,0.344,0.522,104.01,217640,1113186,18291,1,95957918
0.398,0.754,7,-7.67,0.0541,0.00439,0,0.237,0.111,133.991,389820,139613,4116,0,10976033
0.331,0.749,6,-12.076,0.0674,0.0638,4.89E-05,0.108,0.291,147.92,263000,10447,0,0,1855813
0.679,0.866,0,-6.053,0.0635,0.00376,3.10E-05,0.312,0.785,124.324,201400,394845,13129,0,67522108
0.562,0.797,2,-5.386,0.0356,0.328,0,0.0752,0.296,110.049,235733,13788,410,0,1051920
0.627,0.363,8,-8.127,0.0291,0.279,0,0.0928,0.301,99.905,244800,119482,2855,0,5451550
0.586,0.616,5,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,242096,6925257,193396,1,637665698
0.488,0.788,5,-3.626,0.0471,0.0401,0,0.0504,0.614,83.853,197093,2967,159,0,142521
0.657,0.785,3,-8.428,0.037,0.0301,4.62E-06,0.0927,0.769,127.987,273587,79459,3398,0,19833539
0.792,0.939,8,-3.365,0.0786,0.213,0,0.243,0.837,119.972,210880,1149262,137285,0,85863231
0.161,0.085,4,-22.069,0.0415,0.798,0.446,0.0941,0.0392,109.161,385720,2891,58,0,124822
0.861,0.786,0,-4.934,0.164,0.289,0,0.601,0.907,92.031,232000,541838,12848,0,66490064
0.308,0.381,5,-11.143,0.0302,0.763,0,0.0649,0.597,185.319,121987,820,11,0,365428
0.809,0.575,0,-12.176,0.0298,0.156,1.65E-06,0.0799,0.85,109.447,300209,36691,2474,0,6995939
0.859,0.563,1,-6.635,0.112,0.0541,0,0.0685,0.412,119.934,258789,431472,11252,0,35793144
0.506,0.486,7,-10.384,0.0417,0.769,2.47E-06,0.206,0.596,148.714,364653,290075,10381,0,79689957
0.413,0.722,2,-5.875,0.036,0.00342,3.13E-06,0.0626,0.0803,109.948,257747,57362,2699,0,2570547
0.749,0.781,1,-3.265,0.0578,0.392,2.12E-06,0.086,0.606,125.09,180320,1760260,269210,0,50381801
0.556,0.458,2,-5.78,0.0315,0.871,0,0.118,0.182,76.027,241308,50015,2724,0,4520677
0.528,0.799,7,-5.402,0.047,0.0371,5.25E-06,0.0928,0.189,116.005,245120,28506,941,0,1091702
0.8,0.832,0,-5.497,0.266,0.087,0,0.322,0.736,106.983,149725,261530,11115,0,36495530
0.681,0.255,7,-16.305,0.0479,0.742,0.165,0.105,0.274,119.952,130947,272583,3557,0,17958602
0.827,0.867,3,-4.601,0.0682,0.245,0,0.0653,0.849,92.018,244558,263547,6206,0,60481604
0.672,0.322,7,-17.669,0.0339,0.144,2.96E-05,0.074,0.496,113.852,201680,807784,0,1,154690126
0.651,0.699,5,-5.006,0.0265,0.213,0.000265,0.12,0.36,141.938,231360,697833,20132,1,176130692
0.618,0.76,11,-7.466,0.172,0.0111,1.27E-05,0.368,0.571,119.996,207696,607,29,0,23746
0.836,0.581,4,-7.525,0.0557,0.463,0.000463,0.122,0.613,109.48,225767,112729,1104,0,18733263
0.363,0.678,2,-4.939,0.0995,0.0299,0,0.324,0.321,162.124,300413,10731,377,0,978135
0.681,0.715,7,-10.609,0.0912,0.812,9.43E-06,0.0777,0.957,152.132,165733,70409,1790,0,7109233
0.84,0.808,2,-3.324,0.159,0.417,1.30E-05,0.101,0.425,95.009,244850,26829,780,0,2940290
0.366,0.704,2,-6.758,0.0326,0.122,0.939,0.345,0.495,77.473,203067,24440,1886,0,2542520
0.655,0.716,9,-4.965,0.0362,0.406,0,0.115,0.667,119.965,267680,135228,3523,0,31694825
0.881,0.874,6,-4.505,0.139,0.0175,1.14E-06,0.154,0.858,107.891,227933,721787,24062,1,105803817
0.756,0.697,8,-6.377,0.0401,0.182,0,0.333,0.956,94.996,206071,1834062,37567,1,140993773
0.56,0.961,5,-3.078,0.042,0.00503,0,0.094,0.77,162.912,225677,229178,5084,0,16594583
0.502,0.792,3,-5.473,0.0335,0.304,0.0385,0.143,0.44,155.902,215080,143296,2862,0,33738865
0.822,0.575,5,-5.95,0.0934,0.113,0,0.106,0.616,100.087,223000,107946,1881,0,4203047
0.296,0.298,0,-10.169,0.0296,0.777,6.51E-06,0.0909,0.236,178.336,291121,81858,1132,0,8428785
0.696,0.17,5,-16.603,0.0385,0.943,0.00154,0.106,0.523,130.967,167533,6768,174,0,482293
0.874,0.613,5,-7.051,0.0574,0.124,0,0.0855,0.873,112.061,190467,25946,392,0,4175087
0.482,0.786,9,-4.166,0.0343,0.0355,0,0.0472,0.783,107.836,236472,197342,7148,0,32501955
0.377,0.629,6,-7.243,0.0341,0.032,0,0.0777,0.14,140.044,231679,11893,724,0,841776
0.634,0.515,0,-10.034,0.0314,0.131,6.79E-06,0.211,0.739,164.732,245787,238131,5929,1,99429098
0.756,0.837,2,-6.943,0.051,0.297,0,0.0567,0.588,132.146,243093,81404,5522,0,16778936
0.729,0.896,1,-6.709,0.374,0.169,0,0.225,0.725,91.972,241640,112291,1971,0,21619040
0.837,0.736,8,-5.502,0.0506,0.169,0.00023,0.0911,0.758,98.011,231165,610972,19603,0,43540337
0.577,0.55,4,-10.611,0.0303,0.282,0.0632,0.098,0.211,127.811,160747,37223,1011,0,8532616
0.603,0.671,5,-4.008,0.0761,0.145,0,0.0525,0.662,138.77,213141,128314,1588,0,14628981
0.772,0.73,11,-6.657,0.0972,0.152,0.000107,0.274,0.786,136.175,174943,500790,7004,0,61382353
0.78,0.495,5,-7.454,0.0466,0.44,0.00122,0.165,0.529,100.043,167493,31700,120,0,1712156
0.509,0.538,5,-6.835,0.0379,0.306,5.03E-06,0.091,0.284,170.111,240600,1042174,38954,1,224715106
0.795,0.568,5,-7.817,0.142,0.0541,0,0.108,0.478,136.173,198944,1380089,101480,1,165432185
0.695,0.555,5,-8.5,0.0509,0.141,0.826,0.11,0.26,150.024,83200,852647,51438,0,23483190
0.304,0.0116,7,-33.19,0.0337,0.983,0.963,0.104,0.0364,77.84,246627,19926,1366,0,1701366
0.729,0.735,1,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,2389006,63448,1,422714286
0.472,0.18,7,-18.835,0.034,0.496,1.39E-06,0.111,0.373,123.596,206093,5482,167,0,1178149
0.745,0.869,6,-4.375,0.0444,0.00193,0,0.0799,0.814,104.015,168641,148179,2442,0,20608216
0.713,0.77,10,-6.173,0.0417,0.00285,0.461,0.597,0.0391,127.936,255000,12005,356,0,972542
0.728,0.68,7,-9.143,0.0342,0.199,0.000942,0.126,0.946,84.566,214293,230711,3563,0,77787200
0.558,0.436,5,-13.496,0.0269,0.00405,0.742,0.11,0.38,140.757,263600,1587,119,0,101266
0.417,0.767,9,-4.004,0.419,0.356,0.0184,0.108,0.539,155.378,108387,88,0,0,6533
0.671,0.817,10,-4.008,0.281,0.223,0,0.655,0.774,102.153,158746,91903,1759,0,3616650
0.598,0.553,9,-6.742,0.0397,0.562,0.157,0.257,0.533,123.075,211227,177417,5404,0,13788413
0.4,0.994,8,-7.34,0.0625,3.65E-05,0.097,0.145,0.253,104.134,199867,32496,991,0,3666437
0.686,0.892,10,-3.186,0.0498,0.0577,7.11E-06,0.0838,0.752,126.03,157206,3332,63,0,148320
0,0.405,0,-9.935,0,0.842,0.00114,0.198,0,0,147000,98026,4050,0,12691825
0.718,0.709,4,-5.568,0.039,0.258,0,0.101,0.54,119.974,179427,1004013,27837,1,177141181
0.587,0.299,8,-7.365,0.0263,0.779,0,0.123,0.356,94.992,259550,1998224,70570,1,231580933
0.626,0.703,11,-5.247,0.0306,0.0275,1.66E-06,0.0903,0.522,92.054,210373,15180,787,0,1666789
0.572,0.579,10,-7.242,0.128,0.469,0,0.136,0.5,127.982,620696,1609323,40180,0,87291209
0.718,0.663,8,-5.154,0.19,0.013,0,0.0631,0.488,95.728,242000,59830,2328,0,6407991
0.877,0.885,1,-4.966,0.17,0.007,0.000497,0.557,0.517,102.507,196653,473680,14439,0,65221073
0.401,0.988,2,-3.308,0.0916,0.00492,0,0.4,0.514,169.024,195293,49501,2432,0,8927782
0.701,0.782,1,-4.987,0.138,0.0918,2.31E-06,0.124,0.57,94.03,156040,81587,2390,0,2510475
0.61,0.458,9,-11.336,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,1110879,22398,1,142980539
0.51,0.691,8,-7.032,0.6,0.32,0,0.46,0.744,70.875,183627,21,0,0,3455
0.572,0.579,10,-7.242,0.128,0.469,0,0.136,0.5,127.982,620696,1609319,40180,0,87290403
0.883,0.621,11,-6.063,0.212,0.0871,0,0.499,0.676,149.052,239702,280790,12276,0,14885729
0.635,0.184,8,-10.785,0.0456,0.665,0,0.146,0.177,128.424,240200,680233,12773,0,70637157
0.654,0.637,9,-6.875,0.242,0.24,0,0.108,0.488,159.453,278344,21186,297,0,8890737
0.621,0.795,3,-5.31,0.0287,0.231,0,0.164,0.784,96.801,193880,62867,1088,0,14094354
0.638,0.921,8,-4.428,0.112,0.00323,0,0.185,0.621,120.004,186107,30530,1111,0,4969961
0.754,0.633,5,-6.087,0.181,0.398,0,0.117,0.228,99.597,194400,210397,4465,0,6830436
0.456,0.59,11,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,2690192,78077,1,721158967
0.688,0.556,6,-7.738,0.264,0.7,1.87E-06,0.108,0.416,129.336,240320,845057,12206,1,141760366
0.787,0.643,7,-5.056,0.11,0.554,0,0.111,0.721,92.979,247742,385016,3128,0,20981009
0.769,0.611,8,-5.674,0.0422,0.00363,0,0.246,0.753,118.02,193493,107549,7294,0,10694196
0.757,0.942,9,-4.13,0.0461,0.158,0.00784,0.507,0.728,120.004,228469,121142,1722,0,25757377
0.584,0.408,1,-7.356,0.0461,0.476,0,0.18,0.333,115.129,246735,2626287,47223,1,275040863
0.677,0.744,10,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,691091,5218,0,85909397
0.597,0.862,1,-5.873,0.0336,0.0115,9.44E-05,0.137,0.635,120.015,266926,18734,746,0,2442456
0.376,0.488,2,-13.597,0.0364,0.974,0.857,0.0932,0.54,96.537,145493,271,0,0,24969
0.832,0.962,7,-5.859,0.0959,0.517,0.00239,0.0857,0.359,130.006,218418,397705,4519,0,48836788
0.714,0.935,5,-5.195,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,191313,10811,0,41885091
0.553,0.958,4,-3.159,0.073,0.0186,3.08E-05,0.297,0.541,170.045,196235,341440,8830,0,31826386
0.625,0.951,3,-5.209,0.0494,0.00497,0,0.107,0.721,128.01,198267,123682,5400,0,20883805
0.764,0.847,10,-4.922,0.0518,0.0301,0.00246,0.166,0.961,95.02,163709,399107,5194,0,64053407
0.766,0.295,0,-7.893,0.0464,0.947,4.44E-05,0.119,0.805,136.016,188107,1681921,42066,1,185326908
0.635,0.681,9,-9.244,0.029,0.0139,0.000453,0.131,0.86,140.779,300130,46570,1510,0,5567381
0.732,0.73,7,-6.61,0.21,0.423,0,0.11,0.426,90.069,179783,31531,776,0,2443652
0.798,0.718,8,-6.237,0.0443,0.263,0,0.142,0.727,126.01,260952,164636,3327,0,10096434
0.614,0.82,6,-4.32,0.226,0.0781,8.18E-05,0.618,0.739,146.235,190685,120402,2678,0,12720663
0.77,0.576,8,-11.845,0.339,0.138,0,0.08,0.364,166.162,127200,385387,7067,0,47666333
0.841,0.53,9,-11.467,0.205,0.551,0,0.119,0.686,114.028,412632,2599228,67711,1,543853211
0.619,0.404,0,-7.458,0.0669,0.794,6.90E-05,0.133,0.642,162.402,234896,198583,2902,0,33596357
0.732,0.612,9,-6.057,0.035,0.0566,0,0.311,0.444,122.116,167715,34935,0,0,6772905
0.69,0.729,11,-5.819,0.221,1.70E-05,0.0431,0.152,0.357,91.376,202107,139601,7535,0,13040233
0.62,0.547,1,-6.772,0.0248,0.112,0,0.19,0.208,98.032,210355,115794,4954,0,14887349
0.578,0.477,0,-9.499,0.0343,0.718,0.000181,0.181,0.766,118.916,193880,41865,2957,0,3020790
0.569,0.6,8,-9.917,0.037,0.652,6.44E-05,0.124,0.471,92.038,248779,1471,53,0,46615
0.513,0.781,7,-5.564,0.204,0.483,0,0.347,0.682,78.748,159592,11188,553,0,92311
0.638,0.889,11,-5.276,0.127,0.0476,0.0336,0.24,0.511,127.012,151181,6880,96,0,458404
0.505,0.529,1,-5.84,0.184,0.556,0,0.11,0.31,174.322,133333,948443,16012,0,69890014
0.615,0.84,2,-6.058,0.376,0.254,0,0.055,0.256,94.921,168093,2989,154,0,254435
0.333,0.129,9,-12.875,0.0382,0.753,9.25E-06,0.107,0.0664,129.927,232594,1902,19,0,75731
0.475,0.717,0,-6.712,0.102,0.194,0,0.101,0.646,83.869,199720,1516169,32841,1,259766134
0.798,0.748,11,-6.287,0.0822,0.0296,0,0.22,0.835,116,248000,209045,14128,0,35158859
0.693,0.624,0,-7.482,0.0448,0.299,7.64E-06,0.0955,0.369,105.002,205987,951223,16461,1,139756922
0.739,0.464,9,-9.77,0.0621,0.275,0,0.0538,0.763,141.178,199240,27636,215,0,9489130
0.491,0.47,4,-13.45,0.0264,0.747,0.747,0.128,0.846,93.964,311704,36473,3386,0,8402964
0.627,0.675,5,-7.125,0.213,0.125,0,0.0784,0.961,79.31,277107,532381,11979,1,100829261
0.79,0.744,9,-7.033,0.0294,0.287,0.000934,0.0909,0.798,123.984,174348,117229,3009,0,10258435
0.677,0.557,9,-9.498,0.472,0.114,0,0.137,0.797,84.926,217881,105642,3481,0,6142475
0.561,0.927,4,-3.503,0.248,0.621,6.68E-05,0.662,0.523,159.903,162524,128672,3058,0,19214780
0.784,0.826,7,-6.34,0.0538,0.0965,7.09E-05,0.123,0.893,138.078,184066,9572,0,0,434833
0.572,0.914,8,-8.436,0.0311,0.0717,0.00776,0.319,0.843,108.991,254467,8188,539,0,1082921
0.635,0.804,11,-6.007,0.0361,0.0168,0,0.229,0.565,96.013,227040,35707,1748,0,8097877
0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3961603,93489,1,736827328
0.687,0.61,8,-4.713,0.0499,0.351,0,0.175,0.649,128.15,206000,53850,1480,0,5106908
0.684,0.675,11,-8.123,0.0257,0.163,0,0.242,0.924,107.064,243933,512716,25315,1,142034489
0.528,0.504,9,-8.821,0.09,0.559,0.0414,0.0936,0.712,141.369,237713,26953,1402,0,2135027
0.752,0.754,9,-5.061,0.133,0.186,0,0.11,0.353,82.986,212147,307490,6555,0,62459397
0.88,0.726,10,-5.855,0.257,0.0218,7.66E-05,0.389,0.823,93.814,271213,165989,3642,0,19975260
0.495,0.96,8,-4.886,0.0986,0.00407,2.13E-05,0.798,0.905,179.567,228293,54605,2466,0,6758812
0.74,0.632,3,-6.153,0.164,0.586,0,0.114,0.844,96.005,205851,23838,872,0,1032788
0.164,0.0719,2,-18.535,0.0355,0.969,0.317,0.0788,0.0784,74.352,293533,168124,11053,0,20313204
0.599,0.854,4,0.829,0.0373,0.648,0,0.098,0.449,139.995,142286,8318,226,0,361642
0.501,0.432,0,-11.924,0.0297,0.44,0.00534,0.137,0.249,127.956,201107,256204,8598,0,28583461
0.554,0.848,5,-4.075,0.0745,0.00237,0,0.185,0.286,144.996,216441,234577,684,0,37800446
0.727,0.68,2,-4.498,0.0286,0.0101,0,0.0821,0.728,132.012,212507,1846478,86424,1,329283954
0.858,0.78,8,-3.739,0.0738,0.0478,5.72E-05,0.133,0.602,99.984,185257,11228568,337695,1,2148602737
0.875,0.613,3,-7.229,0.21,0.688,0,0.114,0.752,119.964,212320,649259,17477,1,138127137
0.586,0.978,1,-4.884,0.0311,0.00181,0.0113,0.363,0.636,125.826,96149,13711,99,0,748694
0.667,0.747,1,-7.059,0.189,0.337,0,0.115,0.918,86.917,203493,540229,25030,1,101552405
0.773,0.437,9,-8.281,0.0963,0.836,2.42E-05,0.544,0.707,103.861,169973,1039934,33745,0,25864532
0.381,0.37,1,-15.948,0.0391,0.804,0.247,0.14,0.814,81.06,184440,47247,2702,0,7451810
0.681,0.582,6,-7.76,0.0313,0.22,0,0.119,0.221,124.038,248360,55189,2632,0,2136575
0.778,0.39,7,-7.259,0.13,0.788,0,0.346,0.964,106.517,204920,24842,685,0,10280188
0.717,0.583,1,-5.008,0.146,0.506,0,0.0821,0.816,139.76,252933,19652,703,0,1503376
0.769,0.787,11,-3.909,0.367,0.189,0,0.129,0.836,126.77,159715,4800576,106803,1,483540535
0.962,0.637,9,-5.553,0.106,0.0368,0.022,0.156,0.311,126.707,235093,29675,688,0,2384490
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,557111,17598,0,24706325
0.505,0.667,9,-5.797,0.0323,0.597,0,0.213,0.516,151.728,281323,1273811,26145,1,199014080
0.519,0.163,0,-18.131,0.0489,0.926,0.751,0.115,0.356,142.119,168040,11495,318,0,1238928
0.533,0.926,11,-6.139,0.0525,0.225,4.80E-05,0.0572,0.401,128.51,155747,724659,20347,1,98701312
0.751,0.834,1,-5.444,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,2519778,100903,1,398575571
0.885,0.752,1,-2.814,0.153,0.0235,0,0.0674,0.589,89.022,136854,217669,3178,0,25287180
0.772,0.821,11,-0.14,0.25,0.223,0,0.148,0.77,91.921,244200,1114,53,0,234983
0.71,0.609,6,-6.162,0.114,0.0347,0,0.0914,0.743,148.009,225240,51335,1791,0,3862897
0.6,0.751,6,-5.66,0.0358,0.191,0,0.0846,0.73,135.989,240133,355,17,0,28830
0.605,0.806,6,-4.354,0.2,0.116,0,0.084,0.297,93.97,227354,62433,1070,0,6721761
0.657,0.237,10,-13.491,0.0279,0.88,0.000246,0.15,0.302,82.019,194931,1727,0,0,700153
0.645,0.792,4,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,936022,23413,1,174553519
0.537,0.753,8,-9.441,0.35,0.328,1.52E-05,0.368,0.693,90.292,115827,53352,2339,0,3740408
0.575,0.236,2,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,115827,4533,155,0,282465
0.74,0.622,11,-4.608,0.0446,0.0357,4.85E-05,0.356,0.556,104.966,222707,6622174,145811,1,961053988
0.855,0.59,9,-8.55,0.0751,0.28,0.0982,0.149,0.283,110.016,137184,116699,534,0,16003417
0.904,0.518,2,-5.32,0.183,0.0305,0,0.325,0.188,137.996,303077,3960115,215678,1,663194128
0.632,0.876,7,-5.21,0.0276,0.0116,0,0.0537,0.738,140.967,213707,1420,86,0,108453
0.642,0.292,0,-10.017,0.0347,0.534,0,0.174,0.239,130.378,96653,8432,13,0,623309
0.732,0.896,9,-4.517,0.0434,0.093,0,0.159,0.787,99.966,236080,90990,2750,0,21638168
0.516,0.791,3,-1.927,0.0318,0.00345,0,0.141,0.48,96.921,324633,238189,7398,0,51513145
0.694,0.758,2,-8.881,0.0559,0.421,2.79E-06,0.0627,0.891,86.997,349937,8310,322,0,1248938
0.75,0.85,7,-5.925,0.0501,0.0451,0.00351,0.559,0.877,122.04,232745,8136,208,0,724889
0.818,0.626,7,-6.512,0.0355,0.0792,0,0.122,0.958,95.545,172209,307806,34210,0,68221638
0.633,0.534,1,-7.844,0.0272,0.141,0,0.111,0.332,113.999,299360,1317,92,0,225272
0.611,0.82,4,-2.784,0.0316,0.0084,0,0.107,0.786,94.981,214933,5042,178,0,226823
0.491,0.593,0,-5.975,0.0255,0.098,0,0.257,0.328,144.142,231760,1661505,79779,1,319681936
0.702,0.652,10,-5.587,0.318,0.0608,2.21E-06,0.277,0.524,178.011,208000,191038,2806,0,12453464
0.61,0.948,9,-2.013,0.0912,0.0435,7.78E-05,0.931,0.572,138.539,225680,640707,16764,1,177612766
0.784,0.617,7,-7.512,0.0334,0.273,0,0.286,0.661,116.123,145234,3251,138,0,153046
0.372,0.401,9,-6.883,0.0341,0.329,7.75E-06,0.693,0.748,202.038,174400,7614,212,0,1966918
0.599,0.543,0,-9.226,0.0302,0.0129,0.00204,0.291,0.624,91.105,272973,122298,5514,0,12231866
0.699,0.51,5,-7.153,0.0352,0.498,0,0.22,0.625,98.07,172227,299298,1416,0,59060635
0.876,0.661,7,-5.224,0.0499,0.0371,9.26E-05,0.118,0.651,101.019,174000,124695,3167,0,21373781
0.746,0.693,1,-7.435,0.267,0.308,0,0.0789,0.824,146.023,208453,43699,1540,0,1544373
0.809,0.547,9,-7.305,0.0614,0.452,0,0.054,0.718,94.992,198973,716981,10421,0,50540295
0.477,0.844,11,-4.87,0.0458,0.00273,0,0.137,0.203,169.941,220235,259595,5515,0,46177598
0.553,0.757,6,-8.496,0.0475,0.138,3.10E-06,0.0486,0.752,92.579,234533,57640,2519,0,16173667
0.508,0.6,6,-10.426,0.0385,0.824,0.000401,0.121,0.586,91.722,217160,327,10,0,18773
0.944,0.511,5,-10.96,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,1311147,26713,1,258732460
0.489,0.913,5,-9.152,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747,72896,3041,0,9618405
0.452,0.964,6,-2.877,0.0792,0.00205,5.31E-06,0.205,0.464,144.048,237400,209331,14546,0,29023333
0.566,0.246,10,-15.499,0.0276,0.813,1.48E-06,0.195,0.412,101.529,165667,22,3,0,1122
0.808,0.478,5,-8.63,0.381,0.375,0,0.0761,0.335,140.958,217872,322235,14989,0,7600220
0.504,0.711,9,-5.864,0.0452,0.0585,1.83E-05,0.382,0.5,134.824,232933,158451,4311,0,5042430
0.304,0.791,0,-4.995,0.0319,0.375,1.63E-05,0.725,0.391,86.255,251933,90888,2357,0,17794675
0.846,0.748,5,-3.512,0.078,0.188,0,0.093,0.597,90.006,160720,558524,12399,0,42789456
0.824,0.582,0,-6.093,0.0435,0.0597,0.0106,0.163,0.949,101.974,143754,614719,69773,0,28850168
0.761,0.69,11,-5.56,0.11,0.0225,0,0.34,0.742,114.987,235480,75342,7464,0,24682852
0.585,0.641,10,-5.053,0.085,0.631,0,0.2,0.828,93.058,148800,148034,5025,0,5179209
0.651,0.0324,1,-22.56,0.0333,0.961,0.792,0.101,0.101,89.994,199653,911,0,0,87575
0.484,0.457,2,-9.087,0.034,0.143,0,0.379,0.223,123.941,224760,1125382,28422,0,84340392
0.566,0.699,11,-4.514,0.161,0.516,1.27E-06,0.239,0.759,93.034,444555,90657,1915,0,10028267
0.681,0.174,1,-8.745,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,260285,2932079,58943,1,492967983
0.595,0.61,7,-6.887,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,212522,16385,361,0,542066
0.677,0.619,9,-7.446,0.0334,0.457,0.000149,0.221,0.74,119.624,269840,8726,551,0,554394
0.628,0.387,10,-9.23,0.0261,0.437,8.07E-06,0.372,0.609,109.037,288160,641970,15934,1,352435270
0.781,0.645,1,-4.136,0.0399,0.0903,1.58E-06,0.226,0.803,128.007,207333,349931,7014,0,50088334
0.569,0.917,10,-4.538,0.0575,0.00458,0,0.221,0.582,133.965,194696,93940,2491,0,2854972
0.673,0.735,5,-4.733,0.0457,0.286,0,0.242,0.754,115.744,201287,508563,15678,0,74625795
0.715,0.689,2,-8.065,0.029,0.0143,0.000192,0.111,0.852,111.504,331333,1380771,35260,1,225894553
0.589,0.89,4,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,1279548,32027,1,185069943
0.802,0.727,9,-4.968,0.0307,0.413,0,0.0713,0.837,125.038,170880,668250,3921,1,129648370
0.736,0.711,2,-5.503,0.0352,0.0029,0.000275,0.0948,0.72,112.305,225760,5975,176,0,618870
0.143,0.00194,0,-35.355,0.045,0.932,0.0318,0.0694,0.0495,139.288,73827,11,1,0,895
0.835,0.747,9,-4.65,0.083,0.0492,0,0.055,0.432,102.003,176471,418093,7438,0,46918479
0.57,0.774,1,-3.677,0.25,0.32,0.000332,0.199,0.229,65.964,244293,1047462,25866,1,137738050
0.701,0.964,4,-2.037,0.127,0.114,9.34E-06,0.153,0.484,113.058,235434,904336,165876,1,97909255
0.647,0.741,3,-8.689,0.0427,0.0153,2.78E-05,0.367,0.743,126.01,200000,22,2,0,899
0.579,0.622,6,-5.683,0.0284,0.357,0,0.116,0.646,80,194760,67393,2891,0,10153635
0.797,0.832,6,-6.084,0.226,0.0248,5.00E-06,0.593,0.906,142.001,178000,153973,5064,0,4973150
0.747,0.498,0,-6.674,0.0353,0.381,0,0.712,0.53,135.919,222787,612390,13193,1,131794686
0.782,0.662,1,-6.809,0.178,0.0345,0,0.216,0.821,80.008,218250,793652,19033,0,90704161
0.818,0.673,4,-7.542,0.148,0.348,0,0.172,0.695,87.961,193636,1084615,11453,1,140909059
0.331,0.235,4,-13.816,0.0411,0.891,2.98E-06,0.107,0.252,82.511,275504,623813,21091,0,77179288
0.836,0.958,9,-1.816,0.0995,0.682,0,0.97,0.809,125.03,153237,211613,1469,0,39569976
0.254,0.0176,9,-29.087,0.0431,0.986,0.935,0.0418,0.0637,87.033,119427,1184,50,0,41297
0.651,0.551,6,-9.14,0.409,0.314,0,0.0887,0.455,146.95,165714,12108,228,0,641699
0.559,0.877,10,-5.102,0.0375,0.00486,0,0.209,0.557,92.533,236467,13971,369,0,5681208
0.713,0.923,4,-4.986,0.088,0.581,8.72E-05,0.109,0.937,118.439,152600,57968,2465,0,5410680
0.512,0.814,10,-5.467,0.0327,0.00419,0,0.0991,0.277,97.996,279787,444937,14365,0,81381721
0.933,0.513,7,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017,179160,187182,4647,0,15108475
0.558,0.764,2,-4.449,0.059,0.325,0,0.536,0.521,116.03,144401,65618,11334,0,9977067
0.832,0.705,9,-4.994,0.097,0.0326,9.54E-06,0.552,0.746,98.999,234857,21072,752,0,5240368
