Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularViews,Views
0.59,0.685,6,-6.689,0.0308,0.247,0,0.0659,0.538,146.098,182466,10984,558,0,762007
0.816,0.5,1,-4.551,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,247840,1201965,30536,1,275004902
0.876,0.519,11,-6.531,0.143,0.202,0,0.108,0.158,94.981,175230,2513305,65353,1,325069735
0.729,0.596,10,-8.201,0.0579,0.0811,0,0.141,0.143,98.978,189533,8258,463,0,260334
0.72,0.672,7,-6.852,0.0551,0.009,0,0.232,0.705,124.986,204640,1829285,53604,1,220985087
0.779,0.852,2,-3.353,0.0651,0.235,0,0.212,0.601,119.892,237093,2413510,76704,1,427997838
0.729,0.813,11,-5.414,0.0274,0.0476,1.76E-05,0.971,0.655,113.993,281013,72783,2188,0,35131568
0.658,0.576,10,-10.976,0.036,0.0913,0.393,0.107,0.593,114.029,285093,10221,214,0,593367
0.535,0.532,11,-9.865,0.0291,0.508,0,0.0868,0.3,79.106,254476,365470,18139,0,68173007
0.836,0.916,4,-2.675,0.172,0.364,0.633,0.13,0.115,125.916,89143,62423,61,0,3005619
0.625,0.98,5,-4.222,0.132,0.11,8.07E-06,0.409,0.408,113.027,218005,2182921,0,1,326260482
0.681,0.341,9,-9.016,0.0567,0.864,0,0.319,0.431,126.242,197972,18290,545,0,924691
0.834,0.819,0,-7.989,0.0841,0.00212,0.00306,0.279,0.513,119.99,148389,6183,203,0,833893
0.407,0.57,9,-6.09,0.0309,0.00143,0,0.0883,0.139,143.966,491232,152708,6088,0,19640275
0.83,0.517,6,-6.416,0.333,0.399,8.95E-05,0.0916,0.616,171.959,182496,1209498,15993,1,192311314
0.687,0.895,9,-2.983,0.0474,0.149,0.00592,0.121,0.686,124.041,174215,64384,910,0,9614366
0.849,0.648,7,-6.188,0.0835,0.0706,0.00636,0.0984,0.195,106.058,111020,1684805,28844,1,175156959
0.642,0.805,10,-5.675,0.0336,0.352,1.02E-06,0.118,0.365,100.273,292800,351076,17349,0,71202092
0.554,0.784,6,-7.591,0.0696,0.199,1.24E-05,0.084,0.689,167.386,239259,33365,1227,0,4236501
0.632,0.716,10,-12.387,0.0646,0.581,2.48E-05,0.181,0.935,164.851,102800,4635,145,0,526485
0.778,0.824,10,-5.892,0.0707,0.284,0,0.405,0.758,100.024,218093,6540184,223326,1,1214508056
0.758,0.805,0,-4.243,0.0279,0.211,1.53E-05,0.0982,0.961,116.543,161787,2822,119,0,258271
0.592,0.579,4,-5.904,0.0498,0.198,0,0.141,0.633,120.025,234667,66002,927,0,11638567
0.815,0.209,8,-16.526,0.516,0.715,0.000854,0.133,0.165,132.689,125022,1069,38,0,36853
0.679,0.505,3,-6.166,0.0494,0.597,0.000156,0.104,0.964,160.04,183827,223115,5579,0,56829450
0.378,0.311,0,-10.012,0.0285,0.77,0.00183,0.0809,0.0767,56.993,306440,106963,4064,0,10006489
0.467,0.119,2,-10.99,0.0401,0.969,1.40E-06,0.0973,0.156,70.499,272485,100526,681,0,4755435
0.669,0.0809,0,-17.282,0.0365,0.983,0.41,0.114,0.0922,114.355,160093,18682,316,0,916609
0.409,0.446,2,-4.836,0.0317,0.65,0,0.0862,0.135,75.638,210213,100835,1664,0,12173335
0.333,0.377,6,-8.282,0.0343,0.722,0,0.0333,0.245,87.613,353920,83983,598,0,11527824
0.403,0.633,11,-8.537,0.0419,0.366,0.001,0.366,0.722,83.408,519227,152314,2572,0,20934187
0.72,0.84,2,-5.049,0.042,0.591,1.46E-06,0.15,0.68,85.995,308107,152353,5304,0,37047104
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,557111,17598,0,24706325
0.698,0.895,0,-4.439,0.0628,0.172,1.45E-05,0.409,0.838,114.914,229605,157076,29888,0,4847763
0.414,0.663,6,-7.77,0.0456,0.163,0,0.138,0.33,108.98,223400,122823,1513,0,4854377
0.707,0.535,10,-19.793,0.0436,0.113,0.00615,0.0884,0.641,103.644,92867,2720170,71642,1,281066254
0.813,0.528,7,-5.659,0.0315,0.131,0,0.203,0.276,112.016,212035,46582,1933,0,2642863
0.439,0.303,3,-10.839,0.0422,0.839,0,0.071,0.268,139.475,170787,25685,689,0,1224504
0.569,0.45,7,-9.732,0.03,0.671,0.000334,0.0907,0.423,143.847,353501,149784,2205,0,11544634
0.541,0.674,1,-7.04,0.0841,0.00649,9.76E-05,0.235,0.123,103.139,317293,163,3,0,11998
0.502,0.239,0,-9.988,0.0488,0.808,3.08E-05,0.108,0.367,127.484,183880,105594,2474,0,19642573
0.434,0.669,2,-7.463,0.0409,0.022,0,0.121,0.125,96.679,216032,92236,996,0,4944479
0.715,0.584,8,-8.231,0.0296,0.432,1.41E-06,0.095,0.609,90.99,203173,206423,4238,0,56929766
0.682,0.7,6,-5.591,0.0397,0.406,0,0.174,0.637,120.03,186878,183359,2957,0,23724059
0.566,0.828,8,-4.626,0.0384,0.635,0,0.065,0.669,149.965,178133,91868,2950,0,24014149
0.332,0.42,5,-7.658,0.0324,0.482,0.0529,0.148,0.158,151.47,179573,522802,21850,0,94066695
0.504,0.311,11,-10.594,0.046,0.549,1.31E-06,0.19,0.466,207.019,257091,513047,17873,0,89515388
0.62,0.446,1,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,303800,14910,0,60539714
0.427,0.813,0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,58292,1658,0,8726119
0.536,0.754,10,-5.102,0.0399,0.0597,4.92E-06,0.118,0.212,139.988,204800,1079294,44838,1,187335275
0.699,0.882,4,-3.896,0.0311,0.00296,0.0544,0.13,0.657,120.016,196813,498685,23359,0,65453799
0.422,0.817,6,-6.949,0.109,3.63E-05,0.00657,0.127,0.302,157.959,211560,1177,132,0,34145
0.671,0.671,10,-11.894,0.0558,0.00589,0.00676,0.277,0.707,131.329,209800,8872,475,0,1449753
0.552,0.892,10,-3.277,0.109,0.0038,0,0.0749,0.354,116.046,211617,10540,812,0,598658
0.533,0.436,5,-7.521,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158,1124417,20866,1,131717791
0.619,0.896,9,-4.233,0.0315,0.223,0,0.101,0.952,136.648,231800,2381,65,0,335481
0.8,0.355,6,-10.47,0.0895,0.616,0,0.118,0.253,145.929,228493,3010850,75208,1,514554865
0.78,0.986,7,-3.446,0.0594,0.0214,0.851,0.12,0.397,130.007,225346,2778,142,0,66747
0.56,0.956,0,-4.366,0.0776,0.00406,1.55E-06,0.358,0.821,143.993,226107,11630,246,0,1432207
0.597,0.848,0,-5.841,0.0308,0.0372,2.33E-05,0.122,0.437,128.009,214080,5845,131,0,340457
0.519,0.79,7,-4.342,0.0503,0.23,3.97E-05,0.212,0.868,97.512,1330157,160,0,0,12545
0.455,0.948,11,-5.379,0.226,0.0033,0.000165,0.116,0.267,160.04,215987,956,48,0,106980
0.344,0.248,10,-10.553,0.0306,0.678,0,0.106,0.119,137.92,257653,177518,5123,0,28007350
0.52,0.8,10,-6.953,0.0399,0.479,8.65E-06,0.0609,0.719,176.615,280867,226922,3803,1,96184266
0.949,0.683,9,-4.242,0.0946,0.0199,0,0.171,0.887,130.012,184635,1175835,52710,0,57253168
0.359,0.913,9,-2.865,0.0391,6.31E-05,0.0121,0.0954,0.589,104.058,283787,267021,11268,0,62494588
0.796,0.35,0,-15.182,0.044,0.851,0.00684,0.124,0.793,115.891,300960,238154,24530,0,90073418
0.281,0.493,7,-9.461,0.0284,0.0519,9.15E-06,0.101,0.167,60.772,196187,28370,1783,0,6089208
0.583,0.316,7,-19.292,0.0315,0.425,5.67E-05,0.11,0.436,114.362,233867,23929,656,0,1798067
0.339,0.412,7,-11.226,0.0296,0.663,0.000223,0.171,0.839,69.226,192440,4408,233,0,579660
0.581,0.651,7,-5.617,0.0392,0.143,1.05E-05,0.107,0.146,151.959,264600,1982076,86980,1,477238688
0.704,0.604,5,-5.254,0.0556,0.067,0,0.126,0.642,90.028,218801,578160,25476,1,118332648
0.554,0.833,2,-6.667,0.0347,0.000646,0.0025,0.0737,0.773,142.673,212227,515429,11357,0,64834881
0.891,0.67,1,-6.368,0.191,0.0216,0,0.0416,0.18,106.015,182334,4752,95,0,214405
0.683,0.714,1,-4.898,0.252,0.181,1.00E-06,0.111,0.448,173.963,174483,494127,3496,0,82052943
0.795,0.764,11,-7.463,0.04,0.411,0.0105,0.0912,0.156,124.027,232632,83666,387,0,5002215
0.36,0.00301,6,-35.441,0.0444,0.994,0.897,0.0557,0.18,72.892,301400,83,1,0,5670
0.675,0.758,9,-5.71,0.0553,0.00476,0,0.0823,0.535,125.943,166463,4548,149,0,148178
0.65,0.615,1,-9.332,0.0342,0.201,0.00235,0.0805,0.637,118.294,210640,30379,1091,0,3969377
0.495,0.969,2,-4.994,0.0427,0.00399,2.55E-05,0.404,0.966,156.135,229240,38571,1604,0,6899292
0.846,0.619,3,-11.52,0.216,0.124,0,0.0748,0.75,96.005,248406,13063,338,0,941436
0.567,0.692,4,-7.881,0.0379,0.0784,0,0.0338,0.708,160.697,226267,6355,139,0,613769
0.574,0.689,7,-4.492,0.0312,0.242,0,0.115,0.34,144.051,212400,269993,4716,1,95628035
0.497,0.474,8,-6.964,0.073,0.541,0,0.0942,0.945,163.661,144599,63347,1220,0,3813797
0.72,0.63,10,-5.549,0.0413,0.615,0,0.108,0.512,81.009,230292,7173135,174558,1,775927524
0.579,0.736,6,-3.863,0.0527,0.31,0,0.198,0.613,127.999,230613,7766753,252488,1,1027002952
0.707,0.896,3,-5.157,0.0538,0.0127,0.859,0.0182,0.903,122.011,230164,47364,461,0,6139975
0.502,0.417,10,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,833060,38802,1,162282411
0.686,0.738,9,-5.802,0.287,0.0703,0,0.0505,0.45,101.829,149857,73916,887,0,4880470
0.914,0.805,1,-3.339,0.132,0.0894,2.57E-06,0.0668,0.349,105.003,213071,409535,13270,0,4033314
0.752,0.839,9,-6.879,0.0503,0.0236,0,0.263,0.864,104.794,253413,57959,3184,0,7911414
0.647,0.98,7,-3.463,0.356,0.0301,8.56E-05,0.045,0.399,188.309,232333,210559,11113,0,35781372
0.845,0.677,11,-4.798,0.136,0.269,0.000917,0.108,0.68,90.013,219048,2988511,35150,1,782644735
0.179,0.437,10,-7.464,0.0316,0.601,0.000991,0.357,0.175,80.041,62520,1002,10,0,47352
0.847,0.448,0,-10.14,0.416,0.81,1.35E-05,0.325,0.488,79.975,120000,190199,2346,0,11434276
0.069,0.101,2,-23.487,0.0407,0.961,0.795,0.444,0.0707,74.782,199840,31403,1402,0,949542
0.4,0.247,5,-18.249,0.0423,0.818,0.64,0.119,0.394,162.078,201853,137622,3070,0,8398449
0.523,0.615,1,-5.46,0.0283,0.685,0.0253,0.284,0.668,129.139,200072,29187,623,0,7634939
0.705,0.506,2,-4.5,0.028,0.181,0,0.2,0.723,122.984,191893,416783,7246,1,134833812
0.836,0.544,7,-5.975,0.0943,0.0403,0,0.0824,0.51,97.028,217947,5651944,131941,1,803009425
0.348,0.725,1,-6.894,0.0813,0.000865,0.00957,0.168,0.643,143.712,61440,253,8,0,12991
0.645,0.705,1,-5.008,0.299,0.000813,0,0.128,0.376,137.133,229670,1763637,70389,1,141340149
0.709,0.432,7,-8.269,0.0387,0.847,0,0.124,0.17,116.056,185764,78539,1022,0,6064360
0.648,0.755,0,-7.901,0.03,0.0139,0.000253,0.225,0.607,126.341,294587,420777,13620,0,58403256
0.805,0.686,8,-8.671,0.159,0.194,0,0.263,0.602,87.414,276467,5221,344,0,663853
0.788,0.52,5,-11.92,0.0869,0.695,1.15E-05,0.0743,0.869,122.849,146227,22584,1026,0,3106409
0.536,0.8,5,-5.81,0.217,0.512,0,0.383,0.747,81.721,195662,16644,827,0,945336
0.506,0.877,0,-5.73,0.032,5.16E-05,0.776,0.0712,0.302,114.589,426680,151007,8421,0,20814842
0.802,0.539,11,-13.299,0.0555,0.00178,0.0577,0.0474,0.767,122.027,400267,408390,13616,0,32896847
0.689,0.419,5,-7.59,0.0327,0.773,0.000207,0.108,0.403,94.034,189000,155,3,0,10625
0.558,0.634,10,-5.629,0.0325,0.114,7.71E-05,0.0896,0.796,159.896,201827,3506,192,0,503692
0.778,0.566,2,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971,186147,2353950,39726,1,429996028
0.65,0.731,11,-6.753,0.0387,0.465,0.0222,0.323,0.478,137.99,253587,172829,16993,0,44533542
0.554,0.868,11,-5.386,0.116,0.544,0,0.142,0.402,92.907,284709,1835699,69078,1,275963452
0.216,0.914,2,-6.54,0.0644,2.00E-05,4.81E-05,0.104,0.379,153.126,245267,58096,2024,0,9032569
0.346,0.901,1,-4.617,0.12,0.0103,0,0.358,0.434,199.934,241680,1151173,41018,1,122089638
0.909,0.824,1,-4.627,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347,1146301,31971,1,140641272
0.731,0.85,9,-4.913,0.0336,0.252,0,0.605,0.644,119.706,157478,167588,3781,0,29634763
0.478,0.783,9,-7.346,0.0419,0.000126,0.582,0.225,0.746,156.337,137653,4601,741,0,220858
0.687,0.843,9,-2.974,0.0312,0.208,0.000917,0.0751,0.344,126.012,190480,1079681,25680,1,138892285
0.818,0.799,1,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,10125760,400600,1,1144905841
0.702,0.759,0,-3.292,0.0381,0.16,0,0.062,0.761,123.999,198408,16345,258,0,739162
0.663,0.264,0,-14.571,0.0914,0.706,0,0.1,0.657,122.482,354533,22988,246,0,1666028
0.734,0.775,2,-3.257,0.179,0.0243,0,0.128,0.321,156.052,172422,29796,1963,0,2289102
0.67,0.765,11,-5.019,0.352,0.0731,0,0.0567,0.383,148.126,320893,1146257,53759,1,262615253
0.629,0.696,1,-5.572,0.348,0.0195,0,0.0554,0.623,93.034,207627,1797312,71502,1,323806093
0.78,0.453,6,-9.926,0.337,0.233,1.98E-06,0.114,0.305,155.984,132115,58235,1325,0,3930915
0.756,0.538,1,-6.625,0.0485,0.654,0,0.172,0.516,92.023,165109,2285367,46029,1,160263519
0.341,0.662,9,-5.023,0.0335,0.105,0,0.113,0.2,174.875,334907,8048,421,0,1485492
0.839,0.71,8,-3.823,0.0409,0.0534,0,0.283,0.661,129.997,234787,405260,10896,0,28174439
0.394,0.601,1,-5.991,0.0386,0.0958,0,0.176,0.334,144.994,193395,179357,5150,0,6252232
0.602,0.576,9,-7.824,0.0647,0.246,0,0.275,0.498,80.176,223530,206083,7303,0,40760628
0.711,0.673,5,-5.89,0.0336,0.25,0,0.214,0.393,109.992,240017,22602,516,0,1800152
0.668,0.799,5,-6.815,0.0361,0.251,1.17E-06,0.216,0.638,93.018,255660,117241,3784,0,32601621
0.447,0.477,6,-11.007,0.0344,0.892,0,0.323,0.571,116.183,276856,103851,2097,0,15157831
0.41,0.141,2,-18.564,0.0337,0.931,0.0898,0.118,0.239,149.884,203560,13,0,0,361
0.742,0.497,0,-9.381,0.0746,0.249,0.00335,0.0993,0.558,156.013,310860,1377590,23495,1,338769247
0.707,0.562,2,-6.202,0.0567,0.105,0,0.0999,0.525,122.993,274507,151778,4665,0,5719777
0.594,0.682,0,-8.858,0.0487,0.051,4.56E-05,0.0919,0.76,82.487,253293,16139,26,0,1460681
0.268,0.361,1,-11.701,0.0263,0.186,0.000171,0.0972,0.0768,61.299,245827,5142,223,0,435040
0.401,0.78,1,-5.325,0.364,0.2,0,0.585,0.428,141.935,142057,23074,822,0,1248514
0.332,0.214,4,-12.518,0.0349,0.845,5.62E-06,0.0839,0.11,67.531,271093,8399842,303714,1,1354367310
0.518,0.575,5,-10.454,0.0524,0.427,0,0.153,0.577,93.885,577819,1609323,40180,0,87290403
0.513,0.262,0,-16.875,0.0276,0.313,5.51E-06,0.456,0.357,108.383,243000,856461,30146,1,159677826
0.529,0.812,1,-9.238,0.0706,0.768,1.93E-06,0.311,0.768,138.841,300400,350973,9976,1,98207388
0.655,0.903,7,-3.938,0.0306,0.143,1.20E-05,0.0553,0.624,101.93,318627,36426,783,0,7907886
0.623,0.866,7,-7.145,0.051,0.0109,0.785,0.637,0.244,125.967,244130,7712,238,0,366622
0.624,0.84,4,-5.768,0.0337,0.108,0.000546,0.144,0.656,111.02,323040,184911,6144,0,32310912
0.33,0.471,7,-9.083,0.0445,0.619,3.36E-06,0.128,0.192,124.427,228387,43706,4176,0,12820222
0.939,0.742,5,-5.171,0.0467,0.321,0,0.107,0.924,118.978,212360,7119506,183317,1,998832484
0.452,0.49,4,-11.685,0.0397,0.658,5.71E-06,0.167,0.724,123.669,265667,28010,1026,0,4863905
0.855,0.48,1,-8.902,0.0588,0.254,2.16E-05,0.151,0.798,97.793,230240,1139766,29631,1,183604946
0.548,0.926,5,-3.919,0.0855,0.000545,0.226,0.108,0.472,154.957,233752,2569,123,0,113704
0.743,0.821,3,-6.047,0.06,0.423,0,0.325,0.828,82.061,218000,21345,505,0,5660000
0.543,0.876,10,-5.069,0.0512,0.0606,0,0.157,0.415,122.058,268840,644621,7530,0,90019199
0.706,0.552,5,-9.479,0.0833,0.235,0,0.144,0.835,142.037,175775,151176,3685,0,7640412
0.576,0.887,2,-7.382,0.123,0.231,0.11,0.951,0.607,98.817,230920,2541,34,0,163006
0.638,0.766,1,-5.541,0.0268,0.157,0,0.124,0.595,112.005,342773,142523,5893,0,63074941
0.458,0.55,2,-7.092,0.0262,0.566,1.39E-05,0.108,0.56,90.56,198360,147569,10512,0,23402906
0.558,0.527,6,-10.922,0.0259,0.0163,0.152,0.11,0.674,99.784,277689,3844,284,0,204715
0.416,0.546,7,-7.728,0.0297,0.492,0,0.0845,0.418,159.929,300333,230335,9079,0,31274267
0.65,0.371,0,-13.623,0.026,0.457,0.0116,0.102,0.561,102.583,198800,18414,838,0,2386597
0.623,0.99,10,-4.49,0.042,0.0244,0.442,0.101,0.0343,126.007,180954,333149,2478,0,17640685
0.172,0.014,1,-27.988,0.0424,0.981,0.902,0.0735,0.0348,144.414,398240,562,26,0,35246
0.796,0.477,1,-7.161,0.108,0.314,0,0.12,0.685,119.928,231933,1081624,32928,1,297639332
0.733,0.797,0,-8.444,0.0404,0.48,0.000599,0.0602,0.897,166.981,268527,838,24,0,70985
0.703,0.469,11,-6.515,0.0415,0.177,0,0.726,0.661,86.038,291667,275166,7921,0,31904596
0.529,0.894,2,-3.599,0.0412,0.308,5.38E-06,0.254,0.543,108.024,253347,41519,818,0,2849515
0.42,0.701,1,-7.582,0.339,0.832,0,0.103,0.671,79.716,349040,65159,2844,0,2115740
0.786,0.951,4,-3.819,0.133,0.0475,6.04E-06,0.0655,0.675,133.002,237236,5589,274,0,268425
0.355,0.615,6,-7.21,0.0314,0.454,0,0.0477,0.603,137.19,207413,20639,1134,0,3176782
0.823,0.892,4,-5.306,0.119,0.176,0,0.495,0.785,100.05,174947,33869,497,0,1914119
0.724,0.431,3,-9.192,0.238,0.807,0,0.124,0.693,84.904,182201,19005,635,0,770670
0.749,0.491,10,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,3156029,67741,1,361288115
0.805,0.547,1,-15.34,0.0419,0.45,0.16,0.158,0.751,102.413,131827,2825,88,0,365878
0.751,0.791,0,-6.17,0.0687,0.0324,0,0.3,0.684,105.063,168000,49433,3369,0,10299170
0.855,0.603,0,-5.488,0.284,0.0392,0,0.105,0.494,129.976,206769,46340,1587,0,2074682
0.591,0.799,4,-2.45,0.0343,0.246,0,0.334,0.355,145.818,244000,284130,6082,1,98402916
0.635,0.3,2,-13.957,0.0285,0.707,0.829,0.574,0.772,91.452,218307,30741,781,0,2790789
0.487,0.384,5,-10.594,0.0587,0.24,0,0.124,0.224,78.138,139355,23067,558,0,623057
0.703,0.7,5,-6.789,0.0693,0.302,0.471,0.0718,0.582,97.675,265107,217819,7346,0,18312921
0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,839607,21749,1,140293321
0.365,0.649,11,-5.295,0.0408,0.151,0,0.121,0.453,78.398,227507,299115,6670,0,41549255
0.681,0.521,0,-5.849,0.141,0.12,8.41E-05,0.108,0.181,94.997,229747,487483,11822,0,66704025
0.544,0.69,6,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,1215219,48701,1,151293970
0.926,0.888,11,-5.337,0.294,0.261,0,0.348,0.819,98.523,226013,22483,61,0,1312621
0.728,0.605,7,-6.406,0.0714,0.336,0,0.131,0.697,138.876,234973,110902,1457,0,18019477
0.757,0.813,10,-4.661,0.0438,0.0459,0,0.0741,0.668,121.034,177501,695734,38727,0,20316696
0.521,0.525,10,-9.581,0.0463,0.0306,2.20E-05,0.145,0.495,150.392,190440,517,17,0,32675
0.539,0.39,4,-8.341,0.0293,0.0143,0.000125,0.174,0.361,119.791,173920,63397,1463,0,3215543
0.412,0.205,5,-11.245,0.0316,0.858,0,0.104,0.297,175.942,216893,65821,1493,0,33401118
0.819,0.736,7,-6.504,0.0416,0.158,0.00161,0.109,0.701,120.318,273427,55855,1662,0,2722221
0.463,0.653,0,-5.515,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,698961,20702,0,82533445
0.652,0.433,7,-12.843,0.0588,0.134,7.37E-06,0.146,0.675,91.471,258733,2476,122,0,209559
0.615,0.683,10,-6.084,0.233,0.113,0,0.114,0.737,120.255,152000,7986,147,0,1307500
0.575,0.56,5,-7.302,0.478,0.173,0,0.257,0.471,75.956,229938,530628,11538,0,24614539
0.788,0.262,4,-8.354,0.0419,0.586,0,0.117,0.719,99.859,181293,39649,804,0,2399757
0.637,0.713,0,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,2884331,91477,1,268294355
0.785,0.552,2,-11.223,0.408,0.157,0,0.0958,0.815,94.003,174890,12219,550,0,622238
0.533,0.362,4,-14.791,0.0244,0.478,0.245,0.0857,0.45,82.993,235224,13296,332,0,917354
0.609,0.661,10,-7.179,0.0417,0.0151,0,0.077,0.435,141.981,150160,497536,21687,0,21326868
0.906,0.697,11,-6.604,0.253,0.381,0,0.32,0.868,97.99,138747,4199,21,0,366227
0.533,0.955,8,-3.708,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733,593821,23861,1,97359554
0.638,0.497,10,-8.828,0.309,0.18,0.0034,0.242,0.259,156.103,214105,1714,0,0,145396
0.527,0.696,1,-6.015,0.361,0.209,0,0.0516,0.499,100.614,244760,355947,9521,0,62508613
0.528,0.595,0,-10.35,0.281,0.337,0,0.389,0.36,130.396,152547,53772,3364,0,2775717
0.506,0.804,4,-7.277,0.104,0.361,4.07E-06,0.544,0.748,81.795,235520,628,7,0,43790
0.578,0.537,9,-8.676,0.0832,0.162,0,0.076,0.25,83.909,201539,652947,2252,0,74822101
0.41,0.462,1,-10.061,0.0315,0.203,0,0.372,0.0917,144.398,481803,131520,3396,0,14665555
0.714,0.885,7,-5.922,0.0411,0.211,3.87E-06,0.255,0.91,141.371,183293,915,47,0,142396
0.672,0.642,5,-4.035,0.0313,0.0981,0,0.1,0.494,121.981,196453,1018264,30696,0,77378654
0.644,0.791,5,-4.587,0.273,0.157,0,0.314,0.408,91.753,318328,2584199,90005,1,406413416
0.571,0.232,10,-11.309,0.0699,0.604,0.000246,0.119,0.207,128.785,428200,95802,3006,0,6666215
0.457,0.904,2,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,642344,17673,1,172293392
0.806,0.85,1,-4.84,0.0967,0.155,0,0.201,0.728,95.014,184421,441082,7055,0,86048955
0.667,0.736,8,-8.168,0.191,0.135,0,0.203,0.766,93.193,282040,142739,6549,0,25716185
0.92,0.549,11,-5.912,0.257,0.0262,3.10E-06,0.196,0.709,90.004,241587,485395,18232,0,29491746
0.689,0.872,0,-4.786,0.0477,0.0965,0.000498,0.117,0.362,134.994,153706,133293,3567,0,3814939
0.687,0.818,0,-4.221,0.0778,0.0112,0,0.248,0.886,125.952,165753,60996,1077,0,5702699
0.493,0.432,2,-11.836,0.0256,0.352,0.266,0.142,0.13,97.931,69893,15827,166,0,798129
0.692,0.488,7,-10.96,0.135,0.0508,0,0.154,0.299,171.9,114419,299253,1561,0,21325973
0.885,0.581,11,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4555683,90225,1,855009428
0.431,0.837,9,-5.067,0.0432,0.259,0,0.0879,0.648,170.041,179294,35809,473,0,4719328
0.561,0.823,8,-6.81,0.034,0.000159,0.000506,0.154,0.161,92,201280,77173,4445,0,3617155
0.592,0.743,2,-4.103,0.0292,0.429,3.03E-06,0.0956,0.763,127.926,205236,751064,22095,0,71686653
0.789,0.43,2,-6.396,0.0877,0.609,0,0.0843,0.742,115.843,163655,27723,726,0,10119691
0.507,0.402,10,-7.869,0.0279,0.613,8.85E-06,0.11,0.124,143.86,334240,68898,2738,0,42137244
0.535,0.874,9,-2.248,0.137,0.371,0,0.192,0.323,140.006,227562,2819195,138979,0,67734010
0.717,0.575,4,-8.104,0.0606,0.544,0,0.0601,0.883,121.065,135207,2019,24,0,143964
0.476,0.7,0,-5.569,0.276,0.429,0,0.157,0.625,85.114,233688,194921,0,0,2726569
0.66,0.806,2,-8.01,0.0324,0.00332,1.40E-05,0.0986,0.944,122.041,253253,100171,4357,0,13099675
0.744,0.448,4,-10.426,0.291,0.365,0,0.194,0.279,118.027,133521,53729,2503,0,1985424
0.55,0.689,7,-8.65,0.0422,0.0565,1.23E-05,0.0739,0.294,100.054,217633,449797,17703,1,99348431
0.551,0.378,4,-8.398,0.0248,0.223,0.038,0.176,0.242,106.004,237743,7373,1041,0,280321
0.639,0.684,2,-5.619,0.0353,0.00966,0,0.194,0.465,88.05,137297,156422,5943,0,10163917
0.688,0.554,5,-11.218,0.0428,0.175,0.0854,0.0978,0.615,115.515,260653,1993,171,0,156227
0.663,0.688,6,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,221813,192622,4934,0,11856519
0.697,0.674,1,-6.326,0.0533,0.00215,0,0.138,0.198,81.535,157355,1385342,97163,0,56275371
0.598,0.448,1,-8.525,0.0342,0.109,0.00105,0.123,0.0727,140.97,242001,543338,9919,0,84094705
0.319,0.959,11,-3.032,0.409,0.0153,0.0142,0.763,0.332,150.334,204880,353,32,0,38270
0.775,0.707,10,-5.339,0.152,0.397,0,0.874,0.78,104.979,244198,61994,1390,0,1486723
0.7,0.508,5,-7.32,0.0577,0.189,0,0.0938,0.464,139.974,223693,97569,3405,0,15295066
0.216,0.149,7,-18.173,0.0402,0.986,0.94,0.0921,0.117,123.201,174333,221848,5341,0,14529764
0.84,0.543,0,-4.941,0.0568,0.678,0,0.128,0.74,139.929,225812,1661397,21421,1,288867536
0.66,0.607,8,-8.168,0.157,0.14,0,0.279,0.425,183.917,212067,121999,4029,0,17814541
0.821,0.761,2,-5.765,0.265,0.112,0,0.0799,0.758,115.992,216480,509607,19746,1,120523452
0.874,0.443,5,-9.628,0.241,0.147,0,0.124,0.298,118.004,235988,781713,17774,1,97892089
0.473,0.757,5,-8.394,0.0783,0.708,0,0.788,0.581,113.893,276853,237723,4759,0,51051629
0.718,0.697,2,-6.474,0.135,0.634,1.53E-05,0.0563,0.62,143.907,356180,893447,12701,1,100821946
0.539,0.179,7,-14.33,0.0309,0.921,0.393,0.106,0.145,140.01,198027,87753,1013,0,6486534
0.515,0.454,0,-9.268,0.0906,0.457,0,0.0895,0.209,130.154,199385,281521,3145,0,13055251
0.45,0.878,9,-4.592,0.0827,0.0071,0,0.0908,0.744,199.844,252443,694375,34648,0,73742618
0.914,0.665,1,-7.065,0.0794,0.0139,0,0.0926,0.645,130.035,288000,915526,45276,0,95274094
